"","phecode","ctrl_w_dz","ctrl_exp","case_w_dz","case_exp","hazard_ratio","pval","PheWASString"
"89","145.1",2,1.00112636544423,0,0.998873634555768,4.58422316338632e-09,0.99853475444741,"Cancer of lip"
"90","145.2",1,0.5,0,0.5,4.57392213748181e-09,0.998963794752077,"Cancer of tongue"
"91","145.3",0,0.500079605158414,1,0.499920394841586,218700380.738148,0.998963760822721,"Cancer of major salivary glands"
"92","145.4",0,0.500079605158414,1,0.499920394841586,218700380.391366,0.998963760808765,"Cancer of the gums"
"93","145.5",0,0,0,0,NA,NA,"Cancer of the mouth floor"
"94","149",1,0.530907587347529,0,0.469092412652471,5.14598535167044e-09,0.998973203555391,"Cancer of the upper aerodigestive tract"
"95","149.1",1,0.5,0,0.5,4.57392213200323e-09,0.998963794765912,"Cancer of oropharynx"
"96","149.2",0,0,0,0,NA,NA,"Cancer of nasopharynx"
"97","149.3",1,0.783987915407855,0,0.216012084592145,1.02755997959163e-08,0.999219104955972,"Cancer of hypopharynx"
"98","149.4",2,0.999920496104309,0,1.00007950389569,4.57319477272494e-09,0.998534540361175,"Cancer of larynx"
"99","149.5",0,0,0,0,NA,NA,"Hx of malignant neoplasm of oral cavity and pharynx"
"100","149.9",1,0.601200400133378,0,0.398799599866622,6.4934322096247e-09,0.99901278219922,"Cancer of of nasal cavities"
"101","150",1,0.500159083678015,0,0.499840916321985,4.5768328584511e-09,0.998963822755011,"Esophageal cancer"
"102","151",1,0.500158780565259,0,0.499841219434741,4.57682731175373e-09,0.998963822383249,"Stomach cancer"
"103","153",0,0,0,0,NA,NA,"Colorectal cancer"
"104","153.2",16,12.3820314072786,7,10.6179685927214,0.505880018546726,0.134689616528451,"Colon cancer"
"105","153.3",12,7.36232696007527,1,5.63767303992474,0.100265909772089,0.0279562243560784,"Cancer of the lower GI tract"
"106","155",5,3.10094529504563,0,1.89905470495437,4.98746622761243e-09,0.997943932383475,"Hepatic cancer"
"107","155.1",4,3.08612440191388,1,1.91387559808612,0.361517315646346,0.379169113526292,"Hepatic cancer, primary"
"108","157",10,5.62900075674555,0,4.37099924325445,5.17996863479374e-09,0.996842937840997,"Pancreatic cancer"
"109","158",3,2.12245764282978,1,1.87754235717022,0.375389458546802,0.396900159991412,"Neoplasm of unspecified nature of digestive system"
"110","159",2,1.00513065695974,0,0.994869343040259,4.62064072827211e-09,0.998535398534251,"Cancer of the digestive organs and peritoneum"
"111","159.2",2,1.50064662140317,0,0.499353378596832,4.58575547031956e-09,0.998963922161876,"Malignant neoplasm of small intestine"
"112","159.3",3,2.07942028985507,0,0.920579710144928,5.22800470546218e-09,0.998554746200319,"Malignant neoplasm of gallbladder & extrahepatic bile ducts"
"113","159.4",0,0,0,0,NA,NA,"Malignant neoplasm of retroperitoneum and peritoneum"
"114","164",0,0,0,0,NA,NA,"Cancer of intrathoracic organs"
"115","165",0,0,0,0,NA,NA,"Cancer within the respiratory system"
"116","165.1",26,17.4986525685679,5,13.5013474314321,0.232377611934927,0.00313863541034597,"Lung cancer"
"117","170",0,0,0,0,NA,NA,"Cancer of bone & connective tissue"
"118","170.1",2,1.00031920866242,0,0.999680791337579,4.57684208295031e-09,0.998534625367934,"Bone cancer"
"119","170.2",3,2.04249361788191,1,1.95750638211809,0.347447378771756,0.360113129246987,"Cancer of connective tissue"
"120","172",0,0,0,0,NA,NA,"Skin cancer"
"121","172.1",7,4.9404082968018,2,4.0595917031982,0.344266895876853,0.185075153908923,"Melanoma"
"122","172.11",7,4.72583309844325,2,4.27416690155675,0.314455882593443,0.149656891218578,"Melanomas of skin"
"123","172.2",27,19.1777841747921,5,12.8222158252079,0.266364784965162,0.0070922048636335,"Non-melanoma skin cancer"
"124","172.21",11,13.2446438605529,9,6.75535613944706,1.73089999397644,0.264119046380539,"Basal cell carcinoma (new)"
"125","172.22",9,9.00439547779699,5,4.99560452220301,1.00150199825612,0.997950504260629,"Squamous cell carcinoma"
"126","172.3",2,2.48588026521219,2,1.51411973478781,1.70981918886596,0.607679905114473,"Carcinoma in situ of skin"
"127","173",25,20.5097162685789,10,14.4902837314211,0.5560292464209,0.121406557532401,"Skin neoplasm of uncertain behavior"
"128","174",0,0,0,0,NA,NA,"Breast cancer"
"129","174.1",8,5.95352986496281,2,4.04647013503719,0.345478656958117,0.187238351435366,"Breast cancer, including in situ"
"130","174.11",35,29.9233404849545,21,26.0766595150455,0.679702415205709,0.167879409549311,"Breast cancer"
"131","174.2",0,0,0,0,NA,NA,"Breast cancer [male]"
"132","174.3",1,0.501045856798069,0,0.498954143201931,4.59306450969697e-09,0.998964022270848,"Neoplasm of uncertain behavior of breast"
"133","175",15,25.4256172687227,27,16.5743827312773,3.32658786764954,0.00100683194065639,"Acquired absence of breast"
"134","180",0,0,0,0,NA,NA,"Cervical cancer and dysplasia"
"135","180.1",1,0.500158780565259,0,0.499841219434741,4.57682731101353e-09,0.998963822383283,"Cervical cancer"
"136","180.3",5,6.70915690002828,4,2.29084309997172,3.54221937107064,0.159535398372565,"Cervical intraepithelial neoplasia (Cervical dysplasia)"
"137","182",1,3.33495666800201,5,2.66504333199799,6.29027342344312,0.0934959070866327,"Uterine cancer"
"138","184",1,0.57376171352075,0,0.42623828647925,5.96003652297364e-09,0.998994536875334,"Cancer of other female genital organs"
"139","184.1",0,0,0,0,NA,NA,"Ovarian cancer"
"140","184.11",4,2.07393820949167,0,1.92606179050833,4.86514164246189e-09,0.997939235642597,"Malignant neoplasm of ovary"
"141","184.2",2,1.5,0,0.5,4.57392213748181e-09,0.998963794752077,"Cancer of other female genital organs"
"142","185",14,14.5685748253428,12,11.4314251746572,1.09969095112142,0.816124963383887,"Prostate cancer"
"143","187",0,0,0,0,NA,NA,"Cancer of other male genital organs"
"144","187.1",0,0,0,0,NA,NA,"Malignant neoplasm of male genital organ"
"145","187.2",1,0.52287453367367,0,0.47712546632633,4.99605537630234e-09,0.998970231945588,"Malignant neoplasm of testis"
"146","187.8",1,0.588253012048193,0,0.411746987951807,6.24057959161829e-09,0.999003748531276,"Neoplasm of uncertain behavior of male genital organs"
"147","189",0,0,0,0,NA,NA,"Cancer of kidney and urinary organs"
"148","189.1",7,4.35144292526003,0,2.64855707473997,5.05870214522738e-09,0.99755538975935,"Cancer of kidney and renal pelvis"
"149","189.11",11,8.20535048387133,1,3.79464951612867,0.157767073685993,0.0846893845897267,"Renal cell carcinoma"
"150","189.12",1,0.806138933764136,0,0.193861066235864,1.07600775562285e-08,0.999255331564226,"Malignant neoplasm of renal pelvis"
"151","189.2",1,1.33886576440691,1,0.661134235593095,2.24354232027327,0.594806078283188,"Bladder cancer and neoplasms"
"152","189.21",4,5.31402831503166,5,3.68597168496834,1.97654156907924,0.355740308997534,"Bladder cancer"
"153","189.4",1,1,0,0,NA,NA,"Malignant neoplasm of kidney and other urinary organs"
"154","190",0,0,0,0,NA,NA,"Cancer of eye"
"155","191",18,10.1048008319229,2,9.89519916807714,0.11315254167556,0.00346936822005747,"Malignant neoplasm of brain and nervous system"
"156","191.1",5,2.54711889571676,0,2.45288110428324,4.74137528186732e-09,0.997688268877478,"Cancer of brain and nervous system"
"157","191.11",25,14.8322690032717,4,14.1677309967283,0.166352281836145,0.00087527306367113,"Brain cancer"
"158","193",8,7.38692038871116,5,5.61307961128884,0.811165149168354,0.721980666229142,"Thyroid cancer"
"159","194",2,1.0001601537476,0,0.999839846252402,4.57538693054584e-09,0.998534588735404,"Cancer of other endocrine glands"
"160","195",13,8.36527354763681,2,6.63472645236319,0.186116074980083,0.0278127403354673,"Cancer, suspected or other"
"161","195.1",16,11.0388271058562,4,8.96117289414379,0.295821084904215,0.0309328845025984,"Malignant neoplasm, other"
"162","195.3",1,0.523725142744635,0,0.476274857255365,5.01189040598534e-09,0.998970529951641,"Malignant neoplasm of head, face, and neck"
"163","196",22,14.0680139676931,2,9.93198603230688,0.115011515436162,0.0036787194446641,"Radiotherapy"
"164","197",43,32.035680483337,13,23.964319516663,0.383403689638291,0.00294817795568913,"Chemotherapy"
"165","198",9,5.55631875804508,1,4.44368124195492,0.129018146254553,0.0534671306069784,"Secondary malignant neoplasm"
"166","198.1",7,7.41683144898326,6,5.58316855101674,1.15090468779205,0.808608397698968,"Secondary malignancy of lymph nodes"
"167","198.2",13,8.69331770664163,3,7.30668229335837,0.268609899872564,0.0411958976774704,"Secondary malignancy of lung"
"168","198.3",1,0.500240269101394,0,0.499759730898606,4.57831843073916e-09,0.998963828763196,"Secondary malignant neoplasm of digestive systems"
"169","198.4",12,9.24767599020445,2,4.75232400979555,0.276283483292764,0.104420736515025,"Secondary malignant neoplasm of liver"
"170","198.5",23,13.243998737431,2,11.756001262569,0.0939746544801438,0.00137333322879961,"Secondary malignancy of brain/spine"
"171","198.6",20,12.9399078188044,2,9.06009218119557,0.130621604644018,0.00648067220989242,"Secondary malignancy of bone"
"172","198.7",2,1.25351095084326,0,0.746489049156738,5.99930456577647e-09,0.998652353864699,"Secondary malignant neoplasm of skin"
"173","199",16,10.6325779664692,2,7.36742203353078,0.163691427552859,0.0169987511725888,"Neoplasm of uncertain behavior"
"174","199.4",3,2.04688260915121,1,1.95311739084879,0.34895065905862,0.362092722845626,"Neurofibromatosis"
"175","200",8,9.89432484931742,9,7.10567515068258,1.66921427732578,0.330150119768927,"Myeloproliferative disease"
"176","200.1",5,4.79099584445235,3,3.20900415554765,0.883102819407309,0.872368503167116,"Polycythemia vera"
"177","201",5,3.68842200407287,2,3.31157799592713,0.440498424851966,0.329806020931483,"Hodgkin's disease"
"178","202",2,2.04020126505553,2,1.95979873494447,1.04107329429608,0.967910230516663,"Cancer of other lymphoid, histiocytic tissue"
"179","202.2",14,9.67895761478269,4,8.32104238521731,0.324779634842919,0.048780474592434,"Non-Hodgkins lymphoma"
"180","202.21",3,1.67759607951925,0,1.32240392048075,5.32459180340254e-09,0.998255309939446,"Nodular lymphoma"
"181","202.22",1,0.594207511139402,0,0.405792488860598,6.3566102079346e-09,0.999007809218402,"Reticulosarcoma"
"182","202.23",0,0,0,0,NA,NA,"Lymphosarcoma"
"183","202.24",2,1.01687994043479,0,0.983120059565206,4.72776408615947e-09,0.998537460485454,"Large cell lymphoma"
"184","204",11,5.85133183796347,0,5.14866816203654,4.77627289354632e-09,0.996636671633394,"Leukemia"
"185","204.1",3,2.05515071422336,1,1.94484928577664,0.351829720641674,0.365863935747486,"Lymphoid leukemia"
"186","204.11",4,2.5,1,2.5,0.249952365325771,0.214934782017205,"Lymphoid leukemia, acute"
"187","204.12",3,3.57190829402706,3,2.42809170597294,1.59006838490303,0.611714607130825,"Chronic lymphoid leukemia"
"188","204.2",2,2.60925705542436,2,1.39074294457564,2.33286665653199,0.491101163757045,"Myeloid leukemia"
"189","204.21",5,2.83466666666667,0,2.16533333333333,4.98748810039861e-09,0.997792459936839,"Myeloid leukemia, acute"
"190","204.22",1,0.499920496104309,0,0.500079503895691,4.57246760394304e-09,0.998963755785442,"Myeloid leukemia, chronic"
"191","204.3",0,0,0,0,NA,NA,"Monocytic leukemia"
"192","204.4",5,3.51323688018436,2,3.48676311981564,0.402905810961671,0.277258821632857,"Multiple myeloma"
"193","208",64,74.3784014086712,55,44.6215985913288,1.49565979225513,0.0402117997082852,"Benign neoplasm of colon"
"194","209",0,0,0,0,NA,NA,"Neuroendocrine tumors"
"195","210",3,2.65738399945002,1,1.34261600054998,0.628368359957465,0.701629771055227,"Benign neoplasm of lip, oral cavity, and pharynx"
"196","211",9,7.89659358983296,4,5.10340641016704,0.666027963257298,0.513653492092792,"Benign neoplasm of other parts of digestive system"
"197","212",0,0,0,0,NA,NA,"Benign neoplasm of respiratory and intrathoracic organs"
"198","213",2,1.94392659961286,1,1.05607340038714,0.919534853192464,0.945678869356105,"Benign neoplasm of bone and articular cartilage"
"199","214",0,0,0,0,NA,NA,"Lipoma"
"200","214.1",1,3.10717816374737,4,1.89282183625263,245097727.193045,0.997920788015557,"Lipoma of skin & subcutaneous tissue"
"201","215",2,1.70733072188025,0,0.292669278119754,8.64201600456456e-09,0.999114153193128,"Other benign neoplasm of connective and other soft tissue"
"202","216",61,64.6487604314679,46,42.3512395685321,1.16448677012078,0.454480649431866,"Benign neoplasm of skin"
"203","216.1",136,251.763060753424,269,153.236939246576,3.9541439643246,3.22640484162772e-31,"Screening for malignant neoplasms of the skin"
"204","217",2,1.00917778738371,0,0.990822212616295,4.65767167623425e-09,0.998536062443992,"Vascular hamartomas and non-neoplastic nevi"
"205","217.1",1,0.851224105461394,0,0.148775894538606,1.17630973011898e-08,0.99933944943893,"Nevus, non-neoplastic"
"206","218",0,0,0,0,NA,NA,"Benign neoplasm of uterus"
"207","218.1",21,20.2190581207746,15,15.7809418792254,0.911756317125874,0.788786068805096,"Uterine leiomyoma"
"208","218.2",0,0,0,0,NA,NA,"Benign neoplasm of uterus"
"209","220",3,2.12052578029735,1,1.87947421970265,0.374720544925945,0.39600946280971,"Benign neoplasm of ovary"
"210","221",0,0,0,0,NA,NA,"Benign female genital neoplasms"
"211","222",0,0.50016,1,0.49984,218770748.640224,0.998963749493238,"Benign neoplasm of male genital organs"
"212","223",2,1.8648970732621,1,1.1351029267379,0.816652719778215,0.870500023305018,"Benign neoplasm of urinary organs"
"213","224",0,0,0,0,NA,NA,"Benign neoplasm of eye"
"214","224.1",2,2.02947474147731,1,0.970525258522689,1.06079307066525,0.966727162081476,"Benign neoplasm of eye, uveal"
"215","225",10,5.6869217127351,1,5.3130782872649,0.106131003221752,0.0325927332595595,"Benign neoplasm of brain and other parts of nervous system"
"216","225.1",3,4.81953911256069,6,4.18046088743931,2.37978706123767,0.229757603769956,"Benign neoplasm of brain, cranial nerves, meninges"
"217","225.2",0,0,0,0,NA,NA,"Benign neoplasm of spinal cord, meninges"
"218","226",1,0.573580844767285,0,0.426419155232715,5.95655157849595e-09,0.998994442640624,"Benign neoplasm of thyroid glands"
"219","227",8,4.87790625986442,0,3.12209374013558,5.44493363994646e-09,0.9973044747074,"Benign neoplasm of other endocrine glands"
"220","227.1",0,0,0,0,NA,NA,"Benign neoplasm of adrenal gland"
"221","227.2",0,0,0,0,NA,NA,"Benign neoplasm of parathyroid gland"
"222","227.3",0,2.07526900970442,4,1.92473099029558,237337641.1392,0.997922208783566,"Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)"
"223","228",6,5.19297931271306,2,2.80702068728694,0.567347346717697,0.51364800083082,"Hemangioma and lymphangioma, any site"
"224","228.1",11,8.25267779254274,3,5.74732220745726,0.381659931669737,0.142993743063277,"Hemangioma of skin & subcutaneous tissue"
"225","229",2,1.00819337238926,0,0.991806627610736,4.6482062479905e-09,0.998535901101927,"Benign neoplasm of unspecified sites"
"226","229.1",0,0,0,0,NA,NA,"Benign neoplasm of lymph nodes"
"227","230",0,0,0,0,NA,NA,"Kaposi's sarcoma"
"228","240",6,3.2157076163979,0,2.7842923836021,5.12156143633176e-09,0.997495178649902,"Simple goiter"
"229","241",4,3.32968075795081,2,2.67031924204919,0.617107305702586,0.580890126957461,"Nontoxic nodular goiter"
"230","241.1",25,20.7775431558648,10,14.2224568441352,0.563120766502547,0.135188670466895,"Nontoxic uninodular goiter"
"231","241.2",16,17.3348772385447,14,12.6651227614553,1.21132346933987,0.612036416346364,"Nontoxic multinodular goiter"
"232","242",24,19.0734467512356,10,14.9265532487644,0.516147338096943,0.084346669844632,"Thyrotoxicosis"
"233","242.1",10,6.47431874158659,0,3.52568125841341,5.24083598973589e-09,0.997153034849833,"Graves' disease"
"234","242.2",2,1.40724561880207,0,0.592754381197935,6.05588142129652e-09,0.998794020091544,"Toxic multinodular goiter"
"235","242.3",2,1.09875965776823,0,0.901240342231772,5.48464362646801e-09,0.998559498223847,"Exophthalmos"
"236","244",194,101.258774883119,0,92.7412251168813,4.83231910310372e-09,0.985702854384153,"Hypothyroidism"
"237","244.1",15,15.6072724280212,13,12.3927275719788,1.09607251682768,0.813221689786595,"Iatrogenic hypothyroidism"
"238","244.2",18,23.4363887981341,23,17.5636112018659,1.78773131629952,0.0797888756145932,"Acquired hypothyroidism"
"239","244.3",1,0.500079605158414,0,0.499920394841586,4.57537860569748e-09,0.998963796860026,"Iodine hypothyroidism"
"240","244.4",101,223.180487736669,283,160.819512263331,4.81984730220393,4.11919478664592e-33,"Hypothyroidism NOS"
"241","244.5",1,2.0034125766607,2,0.996587423339297,220137759.807787,0.998534064282919,"Congenital hypothyroidism"
"242","245",2,2.03953175405328,2,1.96046824594672,1.04035097972966,0.96845387318233,"Thyroiditis"
"243","245.1",0,0,0,0,NA,NA,"Thyroiditis, acute and subacute"
"244","245.2",11,5.97691697526954,0,5.02308302473046,5.29688163630388e-09,0.996616168673725,"Chronic lymphocytic thyroiditis"
"245","245.21",6,11.9438237708624,14,8.05617622913763,4.46533259639955,0.00825615020358574,"Chronic lymphocytic thyroiditis"
"246","246",16,19.4765241480393,18,14.5234758519607,1.56758064297818,0.214517179107651,"Other disorders of thyroid"
"247","246.2",1,0.683153770812928,0,0.316846229187072,8.14085148077939e-09,0.999086795928735,"Thyroid cyst"
"248","246.7",10,10.269660251868,7,6.730339748132,1.07810007921102,0.886655915382816,"Abnormal thyroid function"
"249","249",12,15.6995410221901,15,11.3004589778099,1.82438897948637,0.140128202856747,"Secondary diabetes mellitus"
"250","250",2,1.22469266477953,0,0.775307335220468,6.56871589561959e-09,0.998618296928557,"Diabetes mellitus"
"251","250.1",62,43.4000324203885,17,35.5999675796115,0.321523700521049,4.09308484511031e-05,"Type 1 diabetes"
"252","250.11",40,23.8495780717988,3,19.1504219282012,0.0884934342826954,5.39311911230599e-05,"Type 1 diabetic ketoacidosis"
"253","250.12",8,5.90027841468455,2,4.09972158531545,0.344471627194617,0.183744353813897,"Type 1 diabetes nephropathy"
"254","250.13",7,4.48972159710543,1,3.51027840289457,0.172070222624426,0.10230061069685,"Type 1 diabetic retinopathy"
"255","250.14",16,12.2703398314559,5,8.72966016854415,0.422100087373688,0.0978429864592911,"Type 1 diabetic neuropathy"
"256","250.15",5,2.52718496598116,0,2.47281503401884,4.67189167796107e-09,0.997685823109546,"Type 1 diabetic peripheral circulatory disorders"
"257","250.2",359,377.247083382432,355,336.752916617568,1.11061145626412,0.167056581596527,"Type 2 diabetes"
"258","250.21",122,72.131143855037,9,58.868856144963,0.086396296216656,1.53485891879397e-12,"Type 2 diabetic ketoacidosis"
"259","250.22",39,46.192393649405,42,34.807606350595,1.46832277303831,0.0974806387214514,"Type 2 diabetic nephropathy"
"260","250.23",29,28.3715397408877,20,20.6284602591123,0.945175138139346,0.850977922149346,"Type 2 diabetic retinopathy"
"261","250.24",71,76.2258234093585,64,58.7741765906416,1.18185230252068,0.349699857909054,"Type 2 diabetic neuropathy"
