"","phecode","case_w_dz","ctrl_w_dz","odds_ratio","pval","ci_low","ci_high","PheWASString"
"40","081",544,111,4.93453425310242,9.13840587143162e-70,4.0151121009178,6.1100057480508,"Infection/inflammation of internal prosthetic device, implant or graft"
"41","081.1",0,1,0,1,0,39.0005499686929,"Graft-versus-host disease"
"42","081.11",0,1,0,1,0,39.0005499686929,"Acute graft-versus-host disease"
"43","081.12",0,1,0,1,0,39.0005499686929,"Chronic graft-versus-host disease"
"44","090",105,43,2.44438242175778,3.58404942827761e-07,1.69844147333115,3.57210241195893,"Sexually transmitted infections"
"45","090.2",17,4,4.25058013132722,0.00719276999642327,1.38646393355878,17.3566151979546,"Gonococcal infections"
"46","090.3",9,6,1.50005866499864,0.607216993705821,0.476807731530466,5.12181450228016,"Venereal diseases due to Chlamydia trachomatis"
"47","1000",276,100,2.76784941672069,3.16481661781398e-20,2.19337710157121,3.51581403383085,"Burns"
"48","1001",351,122,2.88766975992421,7.93612573288304e-27,2.3426708207231,3.57888672138406,"Foreign body injury"
"49","1002",2148,638,3.45033319427154,1.15351995958034e-193,3.15452608550653,3.77722732301588,"Symptoms concerning nutrition, metabolism, and development"
"50","1003",0,0,0,1,0,Inf,"Sudden death"
"51","1004",114,22,5.18914566762857,3.50412627809929e-16,3.26640785047574,8.60525782192801,"Symptoms involving emotional state"
"52","1005",1295,241,5.46475873472754,2.30893951301096e-176,4.75701372413445,6.29976965938955,"Other symptoms"
"53","1006",27,17,1.58847196974825,0.174096055719676,0.834736179218751,3.10642162840285,"Crushing injury"
"54","1007",62,19,3.26565546315255,1.76019060231436e-06,1.92654290932881,5.78358871311458,"Injury to blood vessels"
"55","1008",446,92,4.87493111976123,6.0093531173039e-57,3.88602868639556,6.17203656260231,"Internal injury to organs"
"56","1009",6251,1589,4.25651387759733,2.2250738585072e-308,4.02284427888861,4.50581078643657,"Injury, NOS"
"57","1010",13980,11413,1.28887970399774,1.16772422308078e-72,1.25367761488464,1.3251423064786,"Other tests"
"58","1010.1",5,9,0.555526300021985,0.423924064735924,0.146244178432773,1.8459334423325,"nan"
"59","1011",482,222,2.1801575054387,4.03587371579095e-23,1.85515570727639,2.56838516717391,"Complications of medical procedures NOS"
"60","1012",22,7,3.14382381991991,0.00812296872336918,1.29688781543395,8.71276873644503,"Late effect"
"61","1013",2083,684,3.11515043391725,2.28308074951408e-166,2.85366962696103,3.40348337291136,"Asphyxia and hypoxemia"
"62","1014",45,19,2.36951944183388,0.00155858126948669,1.3579164716054,4.28941960846741,"Effects of heat, cold & air pressure"
"63","1015",596,115,5.22221457941945,1.669130189376e-79,4.26940606946559,6.43616656797485,"Effects of other external causes"
"64","1019",11623,10986,1.07104107151919,3.03317275992005e-06,1.04056503727894,1.10244670949606,"Other causes of morbidity & mortality"
"65","110",0,0,0,1,0,Inf,"Dermatophytosis / Dermatomycosis"
"66","110.1",39,37,1.05410703533457,0.908749459221684,0.654723615051725,1.69984637744161,"Dermatophytosis"
"67","110.11",5838,2997,2.04450845874621,4.89021517773369e-219,1.95317240774864,2.14055877584907,"Dermatophytosis of nail"
"68","110.12",311,168,1.85538388092101,5.81843406606579e-11,1.53247698583163,2.25265719596332,"Althete's foot"
"69","110.13",144,51,2.82783058067609,1.77410982534059e-11,2.04096179604742,3.97300561042109,"Dermatophytosis of the body"
"70","110.2",53,29,1.82826179826696,0.0106123934780325,1.14138192364268,2.98256728337774,"Dermatomycoses"
"71","1100",7,15,0.46661257340194,0.133766692854563,0.160930326122009,1.21589249585208,"x"
"72","112",706,198,3.59427728085041,5.64796401745829e-68,3.06495845874298,4.2318508228548,"Candidiasis"
"73","112.3",75,17,4.41553694963442,7.19708681811695e-10,2.58247470542249,7.97928375958652,"Candidiasis of skin and nails"
"74","117",91,16,5.69405395950007,6.30851105088541e-14,3.32420513863524,10.3833822935199,"Mycoses"
"75","117.1",12,1,12.0058479154059,0.00341646077231014,1.77560807512183,511.904692689101,"Histoplasmosis"
"76","117.2",4,7,0.571407430488378,0.548810258080605,0.122653876550453,2.24780119907375,"Coccidioidomycosis"
"77","117.3",1,0,Inf,1,0.0256406640625001,Inf,"Blastomycotic infection"
"78","117.4",30,2,15.0092628462933,2.45594917171919e-07,3.80710462660311,129.827832443024,"Aspergillosis"
"79","130",11,3,3.666788508702,0.0573594987602526,0.96865039576866,20.4707245167008,"Spirochetal infection"
"80","130.1",131,41,3.19992403799129,3.51337462702005e-12,2.23703577876908,4.66303052360535,"Lyme disease"
"81","131",11,8,1.37505655791907,0.647580775429137,0.503749225257521,3.93829121277878,"Protozoan infection"
"82","132",41,14,2.92997279704041,0.000354262001445822,1.56437763135066,5.81886939701746,"Infestation"
"83","132.1",9,0,Inf,0.0039051363635531,1.9739926267425,Inf,"Pediculosis & phthirus infestation"
"84","133",21,3,7.00182275397295,0.00027682065272417,2.09064620025879,36.6605049157786,"Arthropod-borne diseases"
"85","134",12,4,3.00053897966309,0.0767942692192242,0.909276066414571,12.7626545315794,"Helminthiases"
"86","134.1",17,1,17.0063784784258,0.000144819872091031,2.6640342495953,708.413182419736,"Intestinal helminthiases"
"87","136",117,23,5.09430191684064,2.25127450818177e-16,3.2372003050827,8.35072341095743,"Other infectious diseases"
"88","145",23,10,2.30059774465325,0.0350584817130726,1.05302511312149,5.41487008724857,"Cancer of mouth"
"89","145.1",4,4,1,1,0.186234060791169,5.36958704413011,"Cancer of lip"
"90","145.2",32,13,2.46240193531327,0.0065993608489951,1.2568255419282,5.1118232834845,"Cancer of tongue"
"91","145.3",15,17,0.882326358931595,0.860032328625539,0.41027221914237,1.87834598670234,"Cancer of major salivary glands"
"92","145.4",8,2,4.00006534367183,0.109361078386738,0.798277654181536,38.6764721903965,"Cancer of the gums"
"93","145.5",5,2,2.50024229569859,0.453112006185549,0.409284494362522,26.2659015798962,"Cancer of the mouth floor"
"94","149",13,5,2.60045491745927,0.0962288856016292,0.869890763494861,9.31824962870017,"Cancer of the upper aerodigestive tract"
"95","149.1",16,9,1.77795603024617,0.229476648863539,0.739768113464241,4.56561559280553,"Cancer of oropharynx"
"96","149.2",4,4,1,1,0.186234060791169,5.36958704413011,"Cancer of nasopharynx"
"97","149.3",8,1,8.00072471202665,0.0390558178108684,1.07262879777277,354.462166252012,"Cancer of hypopharynx"
"98","149.4",118,47,2.51358674244691,3.06552743353819e-08,1.77783285985614,3.60436188269916,"Cancer of larynx"
"99","149.5",0,2,0,0.499996040074447,0,5.32455687858608,"Hx of malignant neoplasm of oral cavity and pharynx"
"100","149.9",14,6,2.33375270660047,0.115289608236972,0.842371853341633,7.40947308101291,"Cancer of of nasal cavities"
"101","150",52,22,2.36488262826624,0.00064050326956258,1.41106069193574,4.08936603995312,"Esophageal cancer"
"102","151",46,42,1.09528971464865,0.749244236187677,0.704986791691513,1.70583452325624,"Stomach cancer"
"103","153",13,6,2.16688357585024,0.167036511840485,0.768376393499407,6.95394936769731,"Colorectal cancer"
"104","153.2",527,277,1.91010292433654,6.61309553616282e-19,1.64767264276147,2.21818716694871,"Colon cancer"
"105","153.3",207,119,1.74190996555125,1.21742284161442e-06,1.3832445729678,2.20184474960835,"Cancer of the lower GI tract"
"106","155",52,11,4.73008293464089,1.66253166045711e-07,2.43804907938111,10.0554930562392,"Hepatic cancer"
"107","155.1",59,11,5.36749219082019,4.42608157838588e-09,2.79243009732991,11.332423853288,"Hepatic cancer, primary"
"108","157",77,30,2.56870181600292,6.22274385190091e-06,1.66431597086422,4.05863056482053,"Pancreatic cancer"
"109","158",140,61,2.29808134014135,2.45085549693324e-08,1.68918775107805,3.15799385045008,"Neoplasm of unspecified nature of digestive system"
"110","159",7,5,1.40003476752834,0.774403342221001,0.38247584218638,5.59399794663026,"Cancer of the digestive organs and peritoneum"
"111","159.2",17,10,1.70017105311034,0.247737783341644,0.735156279297824,4.15523144935548,"Malignant neoplasm of small intestine"
"112","159.3",25,6,4.16761892143331,0.000876688943166909,1.66893288351947,12.423948316016,"Malignant neoplasm of gallbladder & extrahepatic bile ducts"
"113","159.4",20,6,3.33438102746464,0.00934824361521581,1.29122208066945,10.1465029255654,"Malignant neoplasm of retroperitoneum and peritoneum"
"114","164",15,5,3.0006338977036,0.0413736575015223,1.03651777348299,10.5534719633714,"Cancer of intrathoracic organs"
"115","165",15,7,2.14310555909217,0.133766692854563,0.822441131441651,6.21386921966374,"Cancer within the respiratory system"
"116","165.1",582,208,2.81491528659409,5.33432232938617e-42,2.39756036515786,3.31515985535373,"Lung cancer"
"117","170",0,0,0,1,0,Inf,"Cancer of bone & connective tissue"
"118","170.1",65,25,2.60177238238867,2.94766515817688e-05,1.61726650671124,4.30845988765577,"Bone cancer"
"119","170.2",71,38,1.86937842848155,0.00202418298114238,1.24334957302396,2.85020094555744,"Cancer of connective tissue"
"120","172",0,0,0,1,0,Inf,"Skin cancer"
"121","172.1",0,0,0,1,0,Inf,"Melanoma"
"122","172.11",246,224,1.09858401981086,0.331819640555078,0.912647072511044,1.32300948274274,"Melanomas of skin"
"123","172.2",1890,1650,1.1499411464866,4.58393420505833e-05,1.0748424782482,1.2303672535434,"Non-melanoma skin cancer"
"124","172.21",435,443,0.981813663934539,0.812623246226243,0.857755004264565,1.12376646322246,"Basal cell carcinoma (new)"
"125","172.22",322,281,1.14665339950395,0.102426508662182,0.973676733846086,1.35100533938707,"Squamous cell carcinoma"
"126","172.3",321,306,1.04928665895794,0.57517338333228,0.894007023782322,1.23168756827345,"Carcinoma in situ of skin"
"127","173",1551,1665,0.929835128190012,0.043526188943465,0.866341055961134,0.997908878143713,"Skin neoplasm of uncertain behavior"
"128","174",0,0,0,1,0,Inf,"Breast cancer"
"129","174.1",141,119,1.18528477456862,0.192234420908004,0.921797616908139,1.52616336273271,"Breast cancer, including in situ"
"130","174.11",1122,849,1.32736524870437,6.22875380675363e-10,1.21222678157676,1.45390732682336,"Breast cancer"
"131","174.2",10,6,1.66675548656899,0.454469256696706,0.548806743084492,5.58004560506419,"Breast cancer [male]"
"132","174.3",53,28,1.89358665996326,0.00725698244646138,1.17619323966443,3.10963350750992,"Neoplasm of uncertain behavior of breast"
"133","175",230,163,1.41253580623289,0.000832863404729803,1.15032282546633,1.73778221642979,"Acquired absence of breast"
"134","180",0,1,0,1,0,39.0005499686929,"Cervical cancer and dysplasia"
"135","180.1",28,19,1.47388251455062,0.242872305060568,0.794261339754369,2.79299483685394,"Cervical cancer"
"136","180.3",122,100,1.22042200202887,0.158188711902572,0.928963382094756,1.60645063409432,"Cervical intraepithelial neoplasia (Cervical dysplasia)"
"137","182",101,81,1.24730447886611,0.158532952201886,0.921698675254145,1.69244017383696,"Uterine cancer"
"138","184",10,8,1.25003479202235,0.814516197594282,0.444173676589944,3.64494123933349,"Cancer of other female genital organs"
"139","184.1",15,7,2.14310555909217,0.133766692854563,0.822441131441651,6.21386921966374,"Ovarian cancer"
"140","184.11",76,57,1.33372760862562,0.118046425944314,0.93350117911289,1.91494517031629,"Malignant neoplasm of ovary"
"141","184.2",32,22,1.45476466408361,0.220229653712982,0.819346516495956,2.62816422789962,"Cancer of other female genital organs"
"142","185",1324,1152,1.15250155006151,0.000516643562702953,1.06334829290934,1.2492537185341,"Prostate cancer"
"143","187",1,1,1,1,0.0127464938252323,78.45294664643,"Cancer of other male genital organs"
"144","187.1",7,5,1.40003476752834,0.774403342221001,0.38247584218638,5.59399794663026,"Malignant neoplasm of male genital organ"
"145","187.2",26,17,1.52961641921779,0.221973933915126,0.79890425714571,3.00448718835999,"Malignant neoplasm of testis"
"146","187.8",50,52,0.96149778128264,0.921159198420588,0.638804144647401,1.44593722959945,"Neoplasm of uncertain behavior of male genital organs"
"147","189",4,0,Inf,0.124994060135192,0.660136714767441,Inf,"Cancer of kidney and urinary organs"
"148","189.1",0,0,0,1,0,Inf,"Cancer of kidney and renal pelvis"
"149","189.11",212,113,1.87903742735764,4.15370056672423e-08,1.48812027218645,2.38309134309866,"Renal cell carcinoma"
"150","189.12",23,13,1.76949233458833,0.132443034109521,0.859497671880233,3.80366982236807,"Malignant neoplasm of renal pelvis"
"151","189.2",129,93,1.38788009920857,0.0185162879514316,1.05459364511257,1.83233726024442,"Bladder cancer and neoplasms"
"152","189.21",403,302,1.3365779551253,0.000155152097869523,1.14798910899473,1.5574346037951,"Bladder cancer"
"153","189.4",35,20,1.75039756664058,0.0580097521910454,0.982783531220494,3.20046677844858,"Malignant neoplasm of kidney and other urinary organs"
"154","190",19,18,1.05559286148287,1,0.524325139725226,2.13296950669619,"Cancer of eye"
"155","191",279,28,10.0030751542964,2.66917075037247e-53,6.76997012983756,15.3335132435356,"Malignant neoplasm of brain and nervous system"
"156","191.1",36,8,4.50171957073979,2.53711365122155e-05,2.05750734615137,11.2110500011396,"Cancer of brain and nervous system"
"157","191.11",296,17,17.4911319460071,4.48167972931394e-67,10.7366351352127,30.4349067150104,"Brain cancer"
"158","193",95,85,1.11782289291944,0.502140078860942,0.825214900642426,1.51623058945567,"Thyroid cancer"
"159","194",24,6,4.00082518716218,0.00142912018130346,1.59316634512576,11.9706781408851,"Cancer of other endocrine glands"
"160","195",214,58,3.69845045830593,3.16424151789382e-22,2.75488841254452,5.03489653626218,"Cancer, suspected or other"
"161","195.1",252,60,4.21251315617174,3.34786482851027e-29,3.16695839700424,5.68237537206285,"Malignant neoplasm, other"
"162","195.3",2,1,2.000009828708,1,0.104110162674707,117.91900862641,"Malignant neoplasm of head, face, and neck"
"163","196",455,245,1.86334446393969,1.45185261829598e-15,1.59115312873419,2.18643892892468,"Radiotherapy"
"164","197",1076,454,2.3938887087604,4.80212855167481e-59,2.14182997569076,2.67870994073271,"Chemotherapy"
"165","198",280,76,3.69581107399218,1.20480814873667e-28,2.85835586716257,4.82853055625145,"Secondary malignant neoplasm"
"166","198.1",299,102,2.94069774705328,1.3121446275675e-23,2.34038573921016,3.71943187503401,"Secondary malignancy of lymph nodes"
"167","198.2",231,56,4.13615997693883,1.83761985941993e-26,3.07659214134381,5.64326118910389,"Secondary malignancy of lung"
"168","198.3",102,35,2.91752680753139,8.53844167590959e-09,1.96921703952436,4.41484730359186,"Secondary malignant neoplasm of digestive systems"
"169","198.4",212,42,5.06100800497312,1.5140951643481e-28,3.62027484968337,7.22767276637167,"Secondary malignant neoplasm of liver"
"170","198.5",241,30,8.06011882713619,3.50048952621468e-42,5.49985070734415,12.2090579949002,"Secondary malignancy of brain/spine"
"171","198.6",376,114,3.31228903956283,7.96672056543866e-34,2.67813790256515,4.12220812884709,"Secondary malignancy of bone"
"172","198.7",30,5,6.00217827196154,2.2307695971083e-05,2.30567589464618,19.8147658542948,"Secondary malignant neoplasm of skin"
"173","199",727,412,1.77345036534459,5.16126941656168e-21,1.56860295686143,2.00711868193469,"Neoplasm of uncertain behavior"
"174","199.4",16,6,2.66721710047018,0.0524585033263931,0.991214716129615,8.32232143099106,"Neurofibromatosis"
"175","200",340,169,2.0172906254645,2.49856686015868e-14,1.67202625238216,2.44136196039909,"Myeloproliferative disease"
"176","200.1",81,42,1.92974317508653,0.000552681055989903,1.31333645618427,2.87255046844362,"Polycythemia vera"
"177","201",36,29,1.24151246803512,0.456904477358752,0.740056114851076,2.09941880793767,"Hodgkin's disease"
"178","202",7,1,7.00049192931411,0.0703038377657652,0.899340059288613,315.069667952985,"Cancer of other lymphoid, histiocytic tissue"
"179","202.2",393,220,1.79126987109097,2.38681761220193e-12,1.51429810431933,2.12320838410434,"Non-Hodgkins lymphoma"
"180","202.21",77,35,2.20144165532423,8.91701107416141e-05,1.4579880624728,3.38417739989739,"Nodular lymphoma"
"181","202.22",39,15,2.60111338069757,0.00149284850295522,1.4016829746105,5.0789710428751,"Reticulosarcoma"
"182","202.23",24,10,2.40065504735072,0.0242876525393146,1.10634973660835,5.62491082157683,"Lymphosarcoma"
"183","202.24",46,14,3.28766519120717,4.20673941312539e-05,1.77549001372683,6.47534460260716,"Large cell lymphoma"
"184","204",95,30,3.17015854596463,4.58276633523824e-09,2.08291630129427,4.95195769284651,"Leukemia"
"185","204.1",23,8,2.87582647277633,0.0106644744697833,1.24164955004925,7.43753051680381,"Lymphoid leukemia"
"186","204.11",44,13,3.38591072124679,4.69270331482911e-05,1.79110630374262,6.85445709416275,"Lymphoid leukemia, acute"
"187","204.12",136,128,1.06266076569977,0.666351882812787,0.828360159710961,1.36383108335326,"Chronic lymphoid leukemia"
"188","204.2",19,5,3.80051079438995,0.00660579623761351,1.37254386568332,13.0282266477912,"Myeloid leukemia"
"189","204.21",75,10,7.50756319615199,1.82775899803978e-13,3.86450644634997,16.301819992789,"Myeloid leukemia, acute"
"190","204.22",48,19,2.527599473742,0.000519872768055461,1.45797766165662,4.55344072710942,"Myeloid leukemia, chronic"
"191","204.3",5,1,5.00007334509836,0.218738862621175,0.559522138368555,236.246783356766,"Monocytic leukemia"
"192","204.4",184,60,3.0728852482288,7.43721273545397e-16,2.28388427499891,4.18475180566825,"Multiple myeloma"
"193","208",1037,828,1.25662558047474,1.19086902418573e-06,1.14506226477196,1.37940496103596,"Benign neoplasm of colon"
"194","209",29,6,4.83484046266533,0.000116603350774035,1.97235317058858,14.24617577313,"Neuroendocrine tumors"
"195","210",47,36,1.30577663234488,0.272111057268215,0.827877033828908,2.07506223997176,"Benign neoplasm of lip, oral cavity, and pharynx"
"196","211",213,118,1.80779056675512,1.90999588015673e-07,1.4365067575134,2.28400336720292,"Benign neoplasm of other parts of digestive system"
"197","212",39,14,2.78695243422906,0.000800354049300872,1.48003357996218,5.55667632297797,"Benign neoplasm of respiratory and intrathoracic organs"
"198","213",37,17,2.17713700031272,0.00905877268155673,1.19550703894728,4.12323182815006,"Benign neoplasm of bone and articular cartilage"
"199","214",49,30,1.63380917039494,0.0421013806578189,1.01649167395964,2.66616444429926,"Lipoma"
"200","214.1",43,31,1.38735140719579,0.200546127390824,0.853979302241103,2.27790035507976,"Lipoma of skin & subcutaneous tissue"
"201","215",56,35,1.60051736214753,0.0353836824039788,1.03072379822028,2.51639930904385,"Other benign neoplasm of connective and other soft tissue"
"202","216",1666,2118,0.780810702394561,9.16112371437978e-14,0.731123638596427,0.833794295254388,"Benign neoplasm of skin"
"203","216.1",771,906,0.849153224148574,0.000981731538900511,0.769907187866819,0.93641805455292,"Screening for malignant neoplasms of the skin"
"204","217",7,4,1.75006474652475,0.548810258080605,0.444879200354582,8.15302400645003,"Vascular hamartomas and non-neoplastic nevi"
"205","217.1",39,37,1.05410703533457,0.908749459221684,0.654723615051725,1.69984637744161,"Nevus, non-neoplastic"
"206","218",0,0,0,1,0,Inf,"Benign neoplasm of uterus"
"207","218.1",368,395,0.93127522838874,0.345114034639088,0.805422577132444,1.07656078564315,"Uterine leiomyoma"
"208","218.2",9,2,4.50022288410505,0.0654182023509932,0.931457156869308,42.7623246707594,"Benign neoplasm of uterus"
"209","220",20,15,1.33343151339293,0.499499931686485,0.648865678900284,2.79966377595526,"Benign neoplasm of ovary"
"210","221",8,6,1.3333681327539,0.790515729976438,0.405683116992389,4.66194916180305,"Benign female genital neoplasms"
"211","222",22,21,1.04765102175758,1,0.549483730541652,2.00269845949716,"Benign neoplasm of male genital organs"
"212","223",31,24,1.29180383692582,0.418652413502848,0.733718368310193,2.30049250912169,"Benign neoplasm of urinary organs"
"213","224",10,15,0.666619471451947,0.424309925685999,0.267808657322964,1.58631769139579,"Benign neoplasm of eye"
"214","224.1",141,143,0.985981302993905,0.952642632719227,0.775556422809566,1.25342114376613,"Benign neoplasm of eye, uveal"
"215","225",234,78,3.00758715235697,2.65643478817244e-19,2.31746848515309,3.93936424643448,"Benign neoplasm of brain and other parts of nervous system"
"216","225.1",20,5,4.00063519035707,0.00407380493043393,1.45698823874546,13.6437724264801,"Benign neoplasm of brain, cranial nerves, meninges"
"217","225.2",0,1,0,1,0,39.0005499686929,"Benign neoplasm of spinal cord, meninges"
"218","226",30,21,1.42876467538156,0.262340905756113,0.791137698865545,2.62596151517854,"Benign neoplasm of thyroid glands"
"219","227",134,78,1.71945783557835,0.000144245439714086,1.29081119642445,2.30383752649757,"Benign neoplasm of other endocrine glands"
"220","227.1",3,1,3.00025427919167,0.624994060041104,0.240884717537688,157.373762329975,"Benign neoplasm of adrenal gland"
"221","227.2",3,0,Inf,0.24999406011167,0.413232887993625,Inf,"Benign neoplasm of parathyroid gland"
"222","227.3",13,9,1.44452500150321,0.523430429453491,0.571192655528604,3.82946983867029,"Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)"
"223","228",47,29,1.62113627301166,0.050383363017148,0.999229729028672,2.67126095982497,"Hemangioma and lymphangioma, any site"
"224","228.1",101,168,0.600557532981884,5.17164915414762e-05,0.464368012015105,0.773405303626357,"Hemangioma of skin & subcutaneous tissue"
"225","229",20,11,1.81842152699048,0.149562819004733,0.830500382370849,4.20203008178405,"Benign neoplasm of unspecified sites"
"226","229.1",0,0,0,1,0,Inf,"Benign neoplasm of lymph nodes"
"227","230",5,3,1.66670268085542,0.726553837354119,0.324271193372045,10.7353352486587,"Kaposi's sarcoma"
"228","240",237,186,1.27522110731925,0.0147881518531802,1.04767509374401,1.554025342671,"Simple goiter"
"229","241",53,33,1.60655435607273,0.0397863672526899,1.02096332133985,2.56197457266743,"Nontoxic nodular goiter"
"230","241.1",426,356,1.19796165522562,0.0132696105781626,1.03773522755608,1.3835436826992,"Nontoxic uninodular goiter"
"231","241.2",348,310,1.12325850049601,0.148070364843158,0.960632282424773,1.31384625211919,"Nontoxic multinodular goiter"
"232","242",371,212,1.75441456872519,4.1406399514162e-11,1.47741712253722,2.08776186566946,"Thyrotoxicosis"
"233","242.1",130,86,1.51267053875256,0.00331473449473951,1.1428777104865,2.010696707379,"Graves' disease"
"234","242.2",25,26,0.961513045197858,1,0.532566223533274,1.73267706643737,"Toxic multinodular goiter"
"235","242.3",22,21,1.04765102175758,1,0.549483730541652,2.00269845949716,"Exophthalmos"
"236","244",7520,4654,1.69905931353078,1.11872374908913e-165,1.6348484030751,1.7659851127724,"Hypothyroidism"
"237","244.1",244,180,1.35692676822525,0.00214229860519888,1.11428789941057,1.65499239959822,"Iatrogenic hypothyroidism"
"238","244.2",496,285,1.74619463345051,3.36930840357043e-14,1.50578098058607,2.02812218724583,"Acquired hypothyroidism"
"239","244.3",23,14,1.64307514006975,0.187676800733418,0.81020478963955,3.45363686717484,"Iodine hypothyroidism"
"240","244.4",722,403,1.8007004608941,9.02745100328965e-22,1.59098160288888,2.04030225191957,"Hypothyroidism NOS"
"241","244.5",27,8,3.37564869492764,0.00187559011631478,1.49174091455388,8.59914239600201,"Congenital hypothyroidism"
"242","245",26,31,0.838645455674011,0.59655845735157,0.478206880327507,1.45973686093377,"Thyroiditis"
"243","245.1",11,8,1.37505655791907,0.647580775429137,0.503749225257521,3.93829121277878,"Thyroiditis, acute and subacute"
"244","245.2",148,106,1.3971478973152,0.00988169912279733,1.08112980167659,1.81060991631215,"Chronic lymphocytic thyroiditis"
"245","245.21",37,23,1.60903708529835,0.0923837110502634,0.931010795715749,2.83668545448841,"Chronic lymphocytic thyroiditis"
"246","246",273,157,1.7420438052514,2.29639145348485e-08,1.42585757798628,2.13448665765353,"Other disorders of thyroid"
"247","246.2",15,14,1.07147839585419,1,0.482126626785743,2.39598988218847,"Thyroid cyst"
