"","phecode","ctrl_w_dz","ctrl_w_dz_exp","case_w_dz","case_w_dz_exp","hazard_ratio","pval","PheWASString"
"51","1004",25,84.2738130194436,132,72.7261869805564,6.18587500225842,7.63661859959889e-17,"Symptoms involving emotional state"
"52","1005",382,1200.82517155593,1877,1058.17482844407,5.62354234730773,3.85069813418092e-207,"Other symptoms"
"53","1006",4,11.1760769722424,17,9.8239230277576,4.88739137373341,0.00441315205375421,"Crushing injury"
"54","1007",14,28.172211174657,39,24.827788825343,3.18608585042183,0.000209229673842217,"Injury to blood vessels"
"55","1008",123,303.875145099002,446,265.124854900999,4.18804035651331,9.98969806732093e-45,"Internal injury to organs"
"56","1009",2396,4899.59484127603,6341,3837.40515872397,3.42438066959232,2.2250738585072e-308,"Injury, NOS"
"57","1010",9477,8924.54052996776,7700,8252.45947003223,0.878505062455778,3.24947764330898e-17,"Other tests"
"58","1010.1",3,3.41987943999827,3,2.58012056000173,1.32781033571632,0.729213763142131,"nan"
"59","1011",259,412.589320205717,505,351.410679794282,2.30281399287732,1.49250956054938e-27,"Complications of medical procedures NOS"
"60","1012",2,13.1238935694564,23,11.8761064305436,12.8015405392109,0.000548017357387598,"Late effect"
"61","1013",1244,2273.01827055049,2990,1960.98172944951,2.80443334163159,5.21745613794338e-204,"Asphyxia and hypoxemia"
"62","1014",101,90.4637165145647,61,71.5362834854353,0.761883865501938,0.0949519399449594,"Effects of heat, cold & air pressure"
"63","1015",1831,3795.67716275242,4972,3007.32283724757,3.47347787021696,2.2250738585072e-308,"Effects of other external causes"
"64","1019",3290,3347.85043389873,3226,3168.14956610127,1.03625339489126,0.151093062112279,"Other causes of morbidity & mortality"
"65","110",0,0,0,0,NA,NA,"Dermatophytosis / Dermatomycosis"
"66","110.1",14,28.6686310418212,40,25.3313689581788,3.24353362425986,0.000153744885635433,"Dermatophytosis"
"67","110.11",3758,6456.7531504461,8015,5316.2468495539,2.61732024244819,2.2250738585072e-308,"Dermatophytosis of nail"
"68","110.12",186,220.504948022238,229,194.495051977762,1.39809624459564,0.000707446087468299,"Althete's foot"
"69","110.13",71,101.099343641197,117,86.9006563588028,1.92474870251019,1.42879533028011e-05,"Dermatophytosis of the body"
"70","110.2",23,46.166192762832,63,39.833807237168,3.19521291299112,1.97123947623452e-06,"Dermatomycoses"
"71","1100",18,16.4030962389842,12,13.5969037610158,0.803062477933683,0.557495002286675,"x"
"72","112",248,566.576980178183,811,492.423019821816,3.79247801102648,5.35296331381544e-75,"Candidiasis"
"73","112.3",42,106.555395938568,155,90.4446040614316,4.39066454629688,2.22810894753367e-17,"Candidiasis of skin and nails"
"74","117",22,67.6788337925989,105,59.3211662074011,5.5046874830728,3.96179013778281e-13,"Mycoses"
"75","117.1",10,8.94513706177972,7,8.05486293822027,0.776916343708344,0.608904179381232,"Histoplasmosis"
"76","117.2",3,4.2590380742337,5,3.7409619257663,1.90149044995461,0.379639534199228,"Coccidioidomycosis"
"77","117.3",0,1.59867358094043,3,1.40132641905957,252970596.373247,0.998199636758385,"Blastomycotic infection"
"78","117.4",13,19.4799121100339,24,17.5200878899661,2.05637022578858,0.0365258873593459,"Aspergillosis"
"79","130",0,2.69401158952498,5,2.30598841047502,269638075.497034,0.997677730070123,"Spirochetal infection"
"80","130.1",21,31.8013463754922,40,29.1986536245078,2.07996402375042,0.00666776551176007,"Lyme disease"
"81","131",3,3.61956612756638,4,3.38043387243362,1.42910158268236,0.640625094781266,"Protozoan infection"
"82","132",11,34.8718394586682,54,30.1281605413318,5.72501633822027,1.39075548428537e-07,"Infestation"
"83","132.1",1,3.66175387021354,6,3.33824612978646,6.62673145413965,0.0803348632969565,"Pediculosis & phthirus infestation"
"84","133",4,7.29070547493566,10,6.70929452506434,2.74482986925616,0.0895310346698447,"Arthropod-borne diseases"
"85","134",0,2.55618683863191,5,2.44381316136809,229202141.470402,0.997678701063934,"Helminthiases"
"86","134.1",1,4.7109927567259,8,4.2890072432741,8.8048204060108,0.0403261303686913,"Intestinal helminthiases"
"87","136",49,135.674642701741,200,113.325357298259,4.94819828968797,1.51223471386164e-23,"Other infectious diseases"
"88","145",15,17.0781005927317,18,15.9218994072683,1.28791007788726,0.469754577580389,"Cancer of mouth"
"89","145.1",4,6.14063265363837,8,5.85936734636163,2.09691763344468,0.226720010706846,"Cancer of lip"
"90","145.2",22,19.8296262657539,16,18.1703737342461,0.793187795719726,0.481282704668756,"Cancer of tongue"
"91","145.3",18,18.9762041666341,18,17.0237958333659,1.11522199349375,0.744095988653807,"Cancer of major salivary glands"
"92","145.4",4,5.11135979954369,6,4.88864020045631,1.56922077443451,0.485423626796648,"Cancer of the gums"
"93","145.5",3,2.68747737040069,2,2.31252262959931,0.773837800393891,0.779304264723852,"Cancer of the mouth floor"
"94","149",8,10.2526363538505,11,8.74736364614955,1.61573553563542,0.303117977492793,"Cancer of the upper aerodigestive tract"
"95","149.1",10,12.4915616643585,14,11.5084383356415,1.5221554915887,0.311214478015134,"Cancer of oropharynx"
"96","149.2",3,4.61095497533627,6,4.38904502466373,2.10314782531324,0.293378269970813,"Cancer of nasopharynx"
"97","149.3",6,7.44118712115741,8,6.55881287884259,1.51773633735194,0.4416401920479,"Cancer of hypopharynx"
"98","149.4",45,63.0654162357198,77,58.9345837642802,1.83405303270423,0.00124581774213626,"Cancer of larynx"
"99","149.5",17,19.0053611320524,19,16.9946388679476,1.25094580607918,0.503256050436449,"Hx of malignant neoplasm of oral cavity and pharynx"
"100","149.9",7,9.23398203893045,11,8.76601796106955,1.65628876591455,0.296937735859892,"Cancer of of nasal cavities"
"101","150",50,60.3762733502225,66,55.6237266497775,1.43517625268456,0.0545313068887706,"Esophageal cancer"
"102","151",60,61.2459038488577,57,55.7540961511423,1.04376646408774,0.81722038053213,"Stomach cancer"
"103","153",4,5.11429025883896,6,4.88570974116104,1.57096992658073,0.484315962654788,"Colorectal cancer"
"104","153.2",443,510.777105094243,538,470.222894905757,1.3208041162431,1.50376247641482e-05,"Colon cancer"
"105","153.3",113,134.110631063429,145,123.889368936571,1.3905142748544,0.00871264429628233,"Cancer of the lower GI tract"
"106","155",29,50.0784104438351,65,43.9215895561649,2.57320193756062,2.46645309500632e-05,"Hepatic cancer"
"107","155.1",31,53.5258970385181,70,47.4741029614819,2.55845353074141,1.40047081278892e-05,"Hepatic cancer, primary"
"108","157",99,112.051195137438,111,97.9488048625616,1.28495318071778,0.0707298699173866,"Pancreatic cancer"
"109","158",75,97.6827415282554,109,86.3172584717446,1.64900664341752,0.000883805697691246,"Neoplasm of unspecified nature of digestive system"
"110","159",28,32.1807282676188,33,28.8192717323812,1.3173291412547,0.284289811636035,"Cancer of the digestive organs and peritoneum"
"111","159.2",16,14.5437636440581,11,12.4562363559419,0.801260093312993,0.573129810029268,"Malignant neoplasm of small intestine"
"112","159.3",17,22.8448548364373,26,20.1551451635627,1.73966690412538,0.0768155181609777,"Malignant neoplasm of gallbladder & extrahepatic bile ducts"
"113","159.4",21,23.5015325156893,23,20.4984674843107,1.25719820527532,0.449443012700633,"Malignant neoplasm of retroperitoneum and peritoneum"
"114","164",9,11.0468979214878,12,9.95310207851224,1.48178773618672,0.373286713383197,"Cancer of intrathoracic organs"
"115","165",10,9.95561728869722,9,9.04438271130278,0.990613621092608,0.983680787188027,"Cancer within the respiratory system"
"116","165.1",418,581.636670474814,696,532.363329525186,1.82585555003695,2.8656074028835e-22,"Lung cancer"
"117","170",0,0,0,0,NA,NA,"Cancer of bone & connective tissue"
"118","170.1",19,31.2606943091602,41,28.7393056908398,2.35491402336828,0.00206606643746767,"Bone cancer"
"119","170.2",49,59.5518988225654,65,54.4481011774346,1.45240221060044,0.04884278061533,"Cancer of connective tissue"
"120","172",0,0,0,0,NA,NA,"Skin cancer"
"121","172.1",290,219.796549659313,128,198.203450340687,0.488235136551301,1.5195979372676e-11,"Melanoma"
"122","172.11",250,223.738246236803,169,195.261753763197,0.773465166056535,0.01010132003844,"Melanomas of skin"
"123","172.2",1978,1570.84574932093,1065,1472.15425067907,0.573968692948549,2.97430313457014e-48,"Non-melanoma skin cancer"
"124","172.21",1106,950.767771957581,670,825.232228042418,0.697081195025511,1.85240237217611e-13,"Basal cell carcinoma (new)"
"125","172.22",947,828.630818382621,593,711.369181617378,0.728408445225916,1.55216855048094e-09,"Squamous cell carcinoma"
"126","172.3",403,346.947448707738,244,300.052551292262,0.698832093453616,1.04701347122115e-05,"Carcinoma in situ of skin"
"127","173",1545,1219.49769134933,793,1118.50230865067,0.558932918018487,2.18935541322766e-40,"Skin neoplasm of uncertain behavior"
"128","174",0,0.508710553888228,1,0.491289446111772,226495671.110867,0.998962074621123,"Breast cancer"
"129","174.1",92,82.3365039792152,64,73.6634960207847,0.776649143395089,0.121283675235884,"Breast cancer, including in situ"
"130","174.11",954,982.409624879435,951,922.590375120566,1.06182071048955,0.191118418995447,"Breast cancer"
"131","174.2",6,6.46499299398866,6,5.53500700601134,1.17049330231611,0.786545677061885,"Breast cancer [male]"
"132","174.3",17,20.6686330870155,23,19.3313669129845,1.44741392253227,0.248021983708709,"Neoplasm of uncertain behavior of breast"
"133","175",288,277.639335147284,216,226.360664852716,0.919229748261696,0.351526740416388,"Acquired absence of breast"
"134","180",0,0,0,0,NA,NA,"Cervical cancer and dysplasia"
"135","180.1",17,20.5587727743023,22,18.4412272256977,1.44515058581063,0.255270792896042,"Cervical cancer"
"136","180.3",4,6.87554304932032,9,6.12445695067968,2.52857957078616,0.122852429735175,"Cervical intraepithelial neoplasia (Cervical dysplasia)"
"137","182",109,112.56183731351,106,102.43816268649,1.06893705612033,0.625895471066393,"Uterine cancer"
"138","184",3,3.25123184653231,3,2.74876815346769,1.18427995153268,0.836500991572533,"Cancer of other female genital organs"
"139","184.1",10,13.7998495577699,16,12.2001504422301,1.81473676485049,0.140204971457459,"Ovarian cancer"
"140","184.11",73,76.8539383395253,75,71.1460616604747,1.11036948236833,0.525223973588689,"Malignant neoplasm of ovary"
"141","184.2",23,26.559952541696,27,23.440047458304,1.33209226688947,0.313469300822443,"Cancer of other female genital organs"
"142","185",1201,1175.56915982987,1087,1112.43084017013,0.956482736107048,0.288400638898423,"Prostate cancer"
"143","187",2,1.05534268631396,0,0.944657313686041,5.07198141343612e-09,0.998546367634847,"Cancer of other male genital organs"
"144","187.1",7,6.83193492836914,6,6.16806507163086,0.949135847698925,0.925438618155393,"Malignant neoplasm of male genital organ"
"145","187.2",3,5.62514027461314,8,5.37485972538686,2.7934938669261,0.129315882424957,"Malignant neoplasm of testis"
"146","187.8",24,24.5636134518325,23,22.4363865481675,1.04938205821602,0.869038126424414,"Neoplasm of uncertain behavior of male genital organs"
"147","189",0,1.03199795026687,2,0.968002049733127,234130916.520788,0.998531093094096,"Cancer of kidney and urinary organs"
"148","189.1",35,48.1242600835696,56,42.8757399164304,1.80016629456676,0.00647222557499468,"Cancer of kidney and renal pelvis"
"149","189.11",126,151.016923977584,163,137.983076022416,1.41820433710048,0.00329908710507171,"Renal cell carcinoma"
"150","189.12",16,25.0236285578545,32,22.9763714421455,2.18945583375811,0.0107443647204473,"Malignant neoplasm of renal pelvis"
"151","189.2",126,131.711369564193,118,112.288630435807,1.099209327021,0.461834034916857,"Bladder cancer and neoplasms"
"152","189.21",422,426.82114025543,399,394.17885974457,1.02392224283876,0.735432447371771,"Bladder cancer"
"153","189.4",28,32.3926551032913,32,27.6073448967087,1.34404421596525,0.255073699991833,"Malignant neoplasm of kidney and other urinary organs"
"154","190",21,16.6433970381064,11,15.3566029618936,0.565761861866364,0.126934989314215,"Cancer of eye"
"155","191",32,121.914906762142,206,116.085093237858,6.79229769029513,7.16294406609995e-24,"Malignant neoplasm of brain and nervous system"
"156","191.1",7,18.0426542076368,28,16.9573457923632,4.27987885541499,0.000592409549679764,"Cancer of brain and nervous system"
"157","191.11",33,166.157527778722,293,159.842472221278,9.27067176046435,8.14022616274154e-34,"Brain cancer"
"158","193",62,60.7573660354237,55,56.2426339645763,0.958178092292752,0.817876695433135,"Thyroid cancer"
"159","194",6,11.9740664121309,17,11.0259335878691,3.08753606081712,0.0177425944544313,"Cancer of other endocrine glands"
"160","195",108,159.498480359514,193,141.501519640486,2.02390097687632,4.99904543888533e-09,"Cancer, suspected or other"
"161","195.1",230,295.484524451334,327,261.515475548665,1.61138379007296,3.27927170170716e-08,"Malignant neoplasm, other"
"162","195.3",12,11.2665120099337,8,8.73348799006626,0.859468639909716,0.7405774604018,"Malignant neoplasm of head, face, and neck"
"163","196",295,325.816541425632,315,284.183458574368,1.22575382715339,0.0122578775855129,"Radiotherapy"
"164","197",578,612.59581077393,585,550.40418922607,1.12718620444267,0.041732524283334,"Chemotherapy"
"165","198",204,245.11448116523,254,212.88551883477,1.43723862044029,0.000120802687266752,"Secondary malignant neoplasm"
"166","198.1",157,171.449815983666,168,153.550184016334,1.19598962603662,0.107872987712473,"Secondary malignancy of lymph nodes"
"167","198.2",132,193.741706831942,233,171.258293168058,2.00597001734561,1.89429071214776e-10,"Secondary malignancy of lung"
"168","198.3",69,74.5876699959114,73,67.4123300040886,1.17149509088344,0.347041671091622,"Secondary malignant neoplasm of digestive systems"
"169","198.4",140,174.175329561622,186,151.824670438378,1.52919379455719,0.000156034853566916,"Secondary malignant neoplasm of liver"
"170","198.5",67,156.028257660179,235,145.971742339821,3.76957412900549,1.11115450624771e-21,"Secondary malignancy of brain/spine"
"171","198.6",242,308.792962646543,346,279.207037353457,1.58568433409181,4.13000584190884e-08,"Secondary malignancy of bone"
"172","198.7",13,17.2320430812233,20,15.7679569187767,1.68302354883117,0.144327373281541,"Secondary malignant neoplasm of skin"
"173","199",398,431.171568524547,413,379.828431475453,1.17905356287962,0.0193722199474646,"Neoplasm of uncertain behavior"
"174","199.4",0,2.52236218172407,5,2.47763781827593,222875756.580956,0.99768098561737,"Neurofibromatosis"
"175","200",240,304.546839532887,339,274.453160467113,1.57210955941052,9.03519695800061e-08,"Myeloproliferative disease"
"176","200.1",38,47.6365870763603,54,44.3634129236397,1.52814727691592,0.0455819607134886,"Polycythemia vera"
"177","201",14,23.7237190247979,31,21.2762809752021,2.48331276511017,0.00486107454762724,"Hodgkin's disease"
"178","202",51,53.7014514258168,51,48.2985485741832,1.11244238907486,0.591428444110831,"Cancer of other lymphoid, histiocytic tissue"
"179","202.2",245,299.38133817922,334,279.61866182078,1.4623087522246,6.5440269430074e-06,"Non-Hodgkins lymphoma"
"180","202.21",45,58.0341788417818,66,52.9658211582182,1.61076893296672,0.0139024080058945,"Nodular lymphoma"
"181","202.22",33,41.2285234558867,44,35.7714765441133,1.54075705954841,0.0612887477758392,"Reticulosarcoma"
"182","202.23",8,10.3682677972135,12,9.6317322027865,1.6168052559915,0.293166616369017,"Lymphosarcoma"
"183","202.24",14,27.5694276066318,40,26.4305723933682,2.9861430239569,0.000431287857997564,"Large cell lymphoma"
"184","204",57,79.7709578061215,95,72.2290421938785,1.84414088320077,0.000264830057729013,"Leukemia"
"185","204.1",37,34.9747876612375,27,29.0252123387625,0.878189524791655,0.609560048795411,"Lymphoid leukemia"
"186","204.11",8,13.377012185795,18,12.622987814205,2.38730250008982,0.0407027286446571,"Lymphoid leukemia, acute"
"187","204.12",158,159.030661361647,150,148.969338638353,1.01358905648898,0.905900433718881,"Chronic lymphoid leukemia"
"188","204.2",5,10.3163283511895,14,8.68367164881049,3.37501999605631,0.0202158183495299,"Myeloid leukemia"
"189","204.21",28,38.7710025409117,46,35.2289974590883,1.81420484270978,0.0132094200642858,"Myeloid leukemia, acute"
"190","204.22",33,33.091490742463,30,29.908509257537,1.00587920723812,0.981513673883033,"Myeloid leukemia, chronic"
"191","204.3",6,8.411222212167,10,7.588777787833,1.84993557960572,0.234084908616027,"Monocytic leukemia"
"192","204.4",94,135.965870505637,171,129.034129494363,1.920238484705,3.85515214959571e-07,"Multiple myeloma"
"193","208",1506,1342.72077325862,1018,1181.27922674138,0.767599071064436,7.66797344752504e-11,"Benign neoplasm of colon"
"194","209",17,19.5091660694085,20,17.4908339305915,1.31389245337517,0.409032946597402,"Neuroendocrine tumors"
"195","210",21,18.7692866439529,14,16.2307133560471,0.77030366933852,0.450125334516211,"Benign neoplasm of lip, oral cavity, and pharynx"
"196","211",108,133.168859629217,142,116.831140370783,1.50157222161653,0.00149180244778085,"Benign neoplasm of other parts of digestive system"
"197","212",14,16.73294919748,17,14.26705080252,1.42712221434829,0.325819266137534,"Benign neoplasm of respiratory and intrathoracic organs"
"198","213",10,11.8411649584084,12,10.1588350415916,1.40172908398617,0.431760737773934,"Benign neoplasm of bone and articular cartilage"
"199","214",29,25.1155232755773,18,21.8844767244227,0.711286426724811,0.257203110033626,"Lipoma"
"200","214.1",33,27.5471320004532,18,23.4528679995468,0.639204791823182,0.12759177715286,"Lipoma of skin & subcutaneous tissue"
"201","215",29,26.7653386901084,20,22.2346613098916,0.829160036690402,0.520576257017193,"Other benign neoplasm of connective and other soft tissue"
"202","216",1360,1043.92164678841,635,951.078353211589,0.511566417073105,4.20932618609152e-44,"Benign neoplasm of skin"
"203","216.1",2022,1643.49579130994,1020,1398.50420869006,0.591265089466724,1.97174563408992e-42,"Screening for malignant neoplasms of the skin"
"204","217",2,2.02297517351333,2,1.97702482648667,1.02325361376531,0.981664811687582,"Vascular hamartomas and non-neoplastic nevi"
"205","217.1",37,25.6826412425842,11,22.3173587574158,0.340719994076207,0.00174457764778125,"Nevus, non-neoplastic"
"206","218",0,0,0,0,NA,NA,"Benign neoplasm of uterus"
"207","218.1",64,57.2070487143138,42,48.7929512856862,0.768454652666235,0.185759401763384,"Uterine leiomyoma"
"208","218.2",0,0,0,0,NA,NA,"Benign neoplasm of uterus"
"209","220",6,6.47242869441171,6,5.52757130558829,1.17226937942276,0.783856385491114,"Benign neoplasm of ovary"
"210","221",2,2.21337494109303,2,1.78662505890697,1.24461011611236,0.828640986549395,"Benign female genital neoplasms"
"211","222",24,25.9804178760324,25,23.0195821239676,1.17649614135171,0.570375081729772,"Benign neoplasm of male genital organs"
"212","223",27,31.6002320190279,33,28.3997679809721,1.36134015248599,0.235333965852001,"Benign neoplasm of urinary organs"
"213","224",8,6.61311924564315,4,5.38688075435685,0.613055269409287,0.424830108695607,"Benign neoplasm of eye"
"214","224.1",211,158.19642253579,87,139.80357746421,0.465398316065634,2.03937994364117e-09,"Benign neoplasm of eye, uveal"
"215","225",54,108.21254032405,157,102.78745967595,3.06833743397316,1.24895486620547e-12,"Benign neoplasm of brain and other parts of nervous system"
"216","225.1",41,56.3995013363672,63,47.6004986636328,1.82748521025643,0.00273981300409009,"Benign neoplasm of brain, cranial nerves, meninges"
"217","225.2",1,2.35788159797019,3,1.64211840202981,4.39822246644312,0.202331162935975,"Benign neoplasm of spinal cord, meninges"
"218","226",14,13.092020296236,11,11.907979703764,0.863374333254908,0.715891457332683,"Benign neoplasm of thyroid glands"
"219","227",33,51.0856928226932,66,47.9143071773068,2.13405304978356,0.000379810231505966,"Benign neoplasm of other endocrine glands"
"220","227.1",10,11.4426386883902,11,9.55736131160985,1.31919833992083,0.527348800977269,"Benign neoplasm of adrenal gland"
"221","227.2",2,3.73570464473299,5,3.26429535526701,2.87421103577566,0.207857416403067,"Benign neoplasm of parathyroid gland"
"222","227.3",12,18.1240350968144,21,14.8759649031856,2.14619757121355,0.0356030454657336,"Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)"
"223","228",37,42.877391666896,43,37.122608333104,1.34562896666578,0.18742608983376,"Hemangioma and lymphangioma, any site"
"224","228.1",292,210.31084640328,102,183.68915359672,0.398642343009148,1.40861905630687e-15,"Hemangioma of skin & subcutaneous tissue"
"225","229",12,12.2142843157604,11,10.7857156842396,1.0382677749284,0.928488331272053,"Benign neoplasm of unspecified sites"
"226","229.1",0,0,0,0,NA,NA,"Benign neoplasm of lymph nodes"
"227","230",2,1.61263892266127,1,1.38736107733873,0.579461415209011,0.656752695226639,"Kaposi's sarcoma"
"228","240",72,71.8248456291711,66,66.1751543708289,0.994918077973046,0.976171702021203,"Simple goiter"
"229","241",52,45.5667643551876,32,38.4332356448124,0.728138508897199,0.159195607291866,"Nontoxic nodular goiter"
"230","241.1",262,236.363074672352,183,208.636925327648,0.790429755221706,0.0148656391051245,"Nontoxic uninodular goiter"
"231","241.2",227,208.114214047476,168,186.885785952524,0.823375971700475,0.0567728474656838,"Nontoxic multinodular goiter"
"232","242",148,227.520366923961,285,205.479633076039,2.13902404107759,6.92713986042602e-14,"Thyrotoxicosis"
"233","242.1",41,49.8214140546889,55,46.1785859453111,1.44908727587873,0.0726961925783836,"Graves' disease"
"234","242.2",19,22.1592147201572,23,19.8407852798428,1.35380790226588,0.329606310500031,"Toxic multinodular goiter"
"235","242.3",5,14.3765248080606,22,12.6234751919394,5.03913533822451,0.00111348322735186,"Exophthalmos"
"236","244",3168,4823.74626164112,5948,4292.25373835888,2.11682102073089,2.46438284479803e-254,"Hypothyroidism"
"237","244.1",155,167.904056656845,164,151.095943343156,1.17660911202964,0.147453143185621,"Iatrogenic hypothyroidism"
"238","244.2",407,508.6770710655,537,435.3229289345,1.54631152150117,3.85821237060197e-11,"Acquired hypothyroidism"
"239","244.3",7,13.4151746446882,19,12.5848253553118,2.89691296447186,0.016195339599476,"Iodine hypothyroidism"
"240","244.4",2424,2869.13779465296,2749,2303.86220534704,1.41679767898931,1.44605978888858e-35,"Hypothyroidism NOS"
"241","244.5",21,28.5517834753299,32,24.4482165246701,1.7851421437591,0.0395880047632329,"Congenital hypothyroidism"
"242","245",16,14.3814694053755,11,12.6185305946245,0.782201548866319,0.531945895443454,"Thyroiditis"
"243","245.1",4,4.8145175847086,5,4.1854824152914,1.43964545228318,0.58761836961493,"Thyroiditis, acute and subacute"
"244","245.2",33,39.889852422803,44,37.110147577197,1.43422532028168,0.117708707421212,"Chronic lymphocytic thyroiditis"
"245","245.21",42,38.0114273317306,26,29.9885726682694,0.783407866722022,0.32951902552366,"Chronic lymphocytic thyroiditis"
"246","246",238,281.759810550476,284,240.240189449524,1.40235550795145,0.000124958559075513,"Other disorders of thyroid"
