"","phecode","ctrl_w_dz","ctrl_w_dz_exp","case_w_dz","case_w_dz_exp","hazard_ratio","pval","PheWASString"
"88","145",0,0,0,0,NA,NA,"Cancer of mouth"
"89","145.1",0,0,0,0,NA,NA,"Cancer of lip"
"90","145.2",0,0,0,0,NA,NA,"Cancer of tongue"
"91","145.3",1,0.976446234184026,1,1.02355376581597,0.953974587554369,0.973421857937014,"Cancer of major salivary glands"
"92","145.4",0,0,0,0,NA,NA,"Cancer of the gums"
"93","145.5",0,0,0,0,NA,NA,"Cancer of the mouth floor"
"94","149",0,0,0,0,NA,NA,"Cancer of the upper aerodigestive tract"
"95","149.1",0,0,0,0,NA,NA,"Cancer of oropharynx"
"96","149.2",0,0,0,0,NA,NA,"Cancer of nasopharynx"
"97","149.3",0,0,0,0,NA,NA,"Cancer of hypopharynx"
"98","149.4",0,0,0,0,NA,NA,"Cancer of larynx"
"99","149.5",0,0.975999003239136,2,1.02400099676086,208601585.749242,0.998538859305122,"Hx of malignant neoplasm of oral cavity and pharynx"
"100","149.9",0,0,0,0,NA,NA,"Cancer of of nasal cavities"
"101","150",0,0.494100294985251,1,0.505899705014749,213579120.008529,0.998965157484416,"Esophageal cancer"
"102","151",0,0.988477593992934,2,1.01152240600707,213765276.877237,0.998536496293997,"Stomach cancer"
"103","153",0,0,0,0,NA,NA,"Colorectal cancer"
"104","153.2",1,0.491632613348901,0,0.508367386651099,4.42133212373327e-09,0.998962182207965,"Colon cancer"
"105","153.3",0,0,0,0,NA,NA,"Cancer of the lower GI tract"
"106","155",0,0,0,0,NA,NA,"Hepatic cancer"
"107","155.1",0,0,0,0,NA,NA,"Hepatic cancer, primary"
"108","157",1,0.518072289156627,0,0.481927710843373,1.80512528839625e-09,0.999341751020073,"Pancreatic cancer"
"109","158",0,0.5,1,0.5,218630744.464844,0.998963798140983,"Neoplasm of unspecified nature of digestive system"
"110","159",0,0,0,0,NA,NA,"Cancer of the digestive organs and peritoneum"
"111","159.2",0,0,0,0,NA,NA,"Malignant neoplasm of small intestine"
"112","159.3",0,0,0,0,NA,NA,"Malignant neoplasm of gallbladder & extrahepatic bile ducts"
"113","159.4",0,0,0,0,NA,NA,"Malignant neoplasm of retroperitoneum and peritoneum"
"114","164",0,0,0,0,NA,NA,"Cancer of intrathoracic organs"
"115","165",0,0,0,0,NA,NA,"Cancer within the respiratory system"
"116","165.1",1,0.981661794021404,1,1.0183382059786,0.96398394050612,0.979307516752851,"Lung cancer"
"117","170",0,0.497653442839334,1,0.502346557160666,216595890.084577,0.998964294292878,"Cancer of bone & connective tissue"
"118","170.1",3,2.95430178327709,3,3.04569821672291,0.96999028424028,0.970232908890829,"Bone cancer"
"119","170.2",3,2.46745164491068,2,2.53254835508932,0.649520384418938,0.636427769603884,"Cancer of connective tissue"
"120","172",0,0,0,0,NA,NA,"Skin cancer"
"121","172.1",2,1.47435413845584,1,1.52564586154416,0.483189845884763,0.552595729309431,"Melanoma"
"122","172.11",2,2.45889448912134,3,2.54110551087866,1.45154414056176,0.683151330150416,"Melanomas of skin"
"123","172.2",1,0.491708542713568,0,0.508291457286432,4.42271229950288e-09,0.998962208206575,"Non-melanoma skin cancer"
"124","172.21",1,0.491470313126364,0,0.508529686873636,4.41838227685672e-09,0.998962165227498,"Basal cell carcinoma (new)"
"125","172.22",0,0.491622872029825,1,0.508377127970175,211520276.564215,0.998965812274388,"Squamous cell carcinoma"
"126","172.3",0,0,0,0,NA,NA,"Carcinoma in situ of skin"
"127","173",42,36.7503330845121,33,38.2496669154879,0.754877357473717,0.226770007972451,"Skin neoplasm of uncertain behavior"
"128","174",0,0,0,0,NA,NA,"Breast cancer"
"129","174.1",0,0,0,0,NA,NA,"Breast cancer, including in situ"
"130","174.11",1,1.47383858788373,2,1.52616141211627,1.93147651138274,0.5909370948173,"Breast cancer"
"131","174.2",0,0,0,0,NA,NA,"Breast cancer [male]"
"132","174.3",0,0.490442125014659,1,0.509557874985341,210551602.963184,0.998966105805313,"Neoplasm of uncertain behavior of breast"
"133","175",5,23.5413484554716,43,24.4586515445284,8.2789158405652,7.69943958423777e-06,"Acquired absence of breast"
"134","180",0,0,0,0,NA,NA,"Cervical cancer and dysplasia"
"135","180.1",0,1.96132463783499,4,2.03867536216501,210464001.93588,0.997932280391563,"Cervical cancer"
"136","180.3",27,26.9846806410276,28,28.0153193589724,0.998886029461502,0.996702998073145,"Cervical intraepithelial neoplasia (Cervical dysplasia)"
"137","182",1,0.484909168931483,0,0.515090831068517,4.29945118319764e-09,0.998961220069064,"Uterine cancer"
"138","184",2,2.48040135606647,3,2.51959864393353,1.47669647281595,0.669378465682941,"Cancer of other female genital organs"
"139","184.1",0,0,0,0,NA,NA,"Ovarian cancer"
"140","184.11",1,2.4848134766246,4,2.5151865233754,3.95214527867923,0.219015188360907,"Malignant neoplasm of ovary"
"141","184.2",0,0,0,0,NA,NA,"Cancer of other female genital organs"
"142","185",0,0,0,0,NA,NA,"Prostate cancer"
"143","187",0,0,0,0,NA,NA,"Cancer of other male genital organs"
"144","187.1",0,0,0,0,NA,NA,"Malignant neoplasm of male genital organ"
"145","187.2",4,3.95372421380627,4,4.04627578619373,0.977125267759209,0.973894335773167,"Malignant neoplasm of testis"
"146","187.8",0,0.491034657542926,1,0.508965342457074,211036706.791437,0.998965936937675,"Neoplasm of uncertain behavior of male genital organs"
"147","189",0,0,0,0,NA,NA,"Cancer of kidney and urinary organs"
"148","189.1",0,1.48324548683253,3,1.51675451316747,213891545.632885,0.998207510991206,"Cancer of kidney and renal pelvis"
"149","189.11",0,1.46117163764403,3,1.53882836235597,207860656.222269,0.998210946510265,"Renal cell carcinoma"
"150","189.12",0,0.490405372991125,1,0.509594627008875,210521580.955326,0.998966134852864,"Malignant neoplasm of renal pelvis"
"151","189.2",0,0,0,0,NA,NA,"Bladder cancer and neoplasms"
"152","189.21",0,0.492125310279894,1,0.507874689720106,211934918.306277,0.998965644473744,"Bladder cancer"
"153","189.4",0,0,0,0,NA,NA,"Malignant neoplasm of kidney and other urinary organs"
"154","190",0,0.491522333637192,1,0.508477666362808,211437482.384329,0.998965821440497,"Cancer of eye"
"155","191",3,8.89365930448151,15,9.10634069551849,4.88387053242136,0.0121580200503373,"Malignant neoplasm of brain and nervous system"
"156","191.1",0,0.491621849859994,1,0.508378150140006,211519434.604601,0.998965813573691,"Cancer of brain and nervous system"
"157","191.11",2,11.4380939210559,21,11.5619060789441,10.3897605065898,0.00156056898081875,"Brain cancer"
"158","193",6,6.42815491152794,7,6.57184508847207,1.14116655087183,0.81238809689507,"Thyroid cancer"
"159","194",0,0,0,0,NA,NA,"Cancer of other endocrine glands"
"160","195",2,3.44415557968464,5,3.55584442031536,2.42156067220286,0.290485874888442,"Cancer, suspected or other"
"161","195.1",2,6.42865282133049,11,6.57134717866951,5.3809533124314,0.0285831395708396,"Malignant neoplasm, other"
"162","195.3",0,0,0,0,NA,NA,"Malignant neoplasm of head, face, and neck"
"163","196",3,4.91033768464033,7,5.08966231535967,2.25124072761893,0.239628975334719,"Radiotherapy"
"164","197",8,18.3105463431025,29,18.6894536568975,3.55194802724284,0.00150475347599058,"Chemotherapy"
"165","198",2,0.978589417368043,0,1.02141058263196,4.37761188967343e-09,0.998531828852115,"Secondary malignant neoplasm"
"166","198.1",3,1.95729111325062,1,2.04270888674938,0.319390951071134,0.322944679738861,"Secondary malignancy of lymph nodes"
"167","198.2",1,1.48371077020854,2,1.51628922979146,1.9570641902311,0.583536668842814,"Secondary malignancy of lung"
"168","198.3",1,0.488561107766406,0,0.511438892233594,1.60600386653449e-09,0.999337523779552,"Secondary malignant neoplasm of digestive systems"
"169","198.4",1,0.983207875807155,1,1.01679212419285,0.966962334673924,0.981049768282318,"Secondary malignant neoplasm of liver"
"170","198.5",2,1.47575729382266,1,1.52424270617734,0.484074310996042,0.553605707186102,"Secondary malignancy of brain/spine"
"171","198.6",1,0.977951501204353,1,1.02204849879565,0.956853066073456,0.9751205698546,"Secondary malignancy of bone"
"172","198.7",0,0,0,0,NA,NA,"Secondary malignant neoplasm of skin"
"173","199",6,15.1583075223545,25,15.8416924776455,3.98793155227768,0.00234547518379375,"Neoplasm of uncertain behavior"
"174","199.4",2,2.47964086915569,3,2.52035913084431,1.47583490850432,0.669853776582554,"Neurofibromatosis"
"175","200",1,3.4683743981927,6,3.5316256018073,5.89326916176637,0.100549076914763,"Myeloproliferative disease"
"176","200.1",0,1.9790428629688,4,2.0209571370312,214172345.435078,0.997929979496549,"Polycythemia vera"
"177","201",4,2.98812560175825,2,3.01187439824175,0.496049922885731,0.418211607103703,"Hodgkin's disease"
"178","202",0,0.494698017519594,1,0.505301982480406,214081282.977863,0.998965018228944,"Cancer of other lymphoid, histiocytic tissue"
"179","202.2",2,4.95132249237324,8,5.04867750762676,3.92308767538656,0.0838173329973168,"Non-Hodgkins lymphoma"
"180","202.21",1,0.499074846714799,0,0.500925153285201,4.55700187136255e-09,0.998963605653167,"Nodular lymphoma"
"181","202.22",0,0.498321657910099,1,0.501678342089901,217171847.766685,0.998964138699474,"Reticulosarcoma"
"182","202.23",1,1.48236707824131,2,1.51763292175869,1.95361310113783,0.584533436364745,"Lymphosarcoma"
"183","202.24",0,0,0,0,NA,NA,"Large cell lymphoma"
"184","204",0,5.44330852571143,11,5.55669147428857,214282141.687001,0.996567382156652,"Leukemia"
"185","204.1",0,1.48541883284547,3,1.51458116715453,214464868.673573,0.998207227008751,"Lymphoid leukemia"
"186","204.11",2,6.95304353764882,12,7.04695646235118,5.92214402111627,0.0198698961531551,"Lymphoid leukemia, acute"
"187","204.12",0,0.495360375714881,1,0.504639624285119,214640246.40677,0.998964859357925,"Chronic lymphoid leukemia"
"188","204.2",0,0,0,0,NA,NA,"Myeloid leukemia"
"189","204.21",0,2.96323286254912,6,3.03676713745088,213412472.200626,0.997465284434409,"Myeloid leukemia, acute"
"190","204.22",1,1.48866602529612,2,1.51133397470388,1.97003254711998,0.579839039779595,"Myeloid leukemia, chronic"
"191","204.3",0,0,0,0,NA,NA,"Monocytic leukemia"
"192","204.4",1,0.491005106778087,0,0.508994893221913,4.40992911602513e-09,0.998962061078877,"Multiple myeloma"
"193","208",9,10.322776914317,12,10.677223085683,1.28908335623674,0.564715315797918,"Benign neoplasm of colon"
"194","209",0,0.494698017519594,1,0.505301982480406,214081282.977863,0.998965018228944,"Neuroendocrine tumors"
"195","210",1,2.95686863058118,5,3.04313136941882,4.85832256304015,0.149030233074104,"Benign neoplasm of lip, oral cavity, and pharynx"
"196","211",1,3.45360165711965,6,3.54639834288035,5.84327985471074,0.102189709778818,"Benign neoplasm of other parts of digestive system"
"197","212",0,1.47385051531075,3,1.52614948468925,211242469.157118,0.998208873273969,"Benign neoplasm of respiratory and intrathoracic organs"
"198","213",4,2.9595711993961,2,3.0404288006039,0.486688905959153,0.405680295201383,"Benign neoplasm of bone and articular cartilage"
"199","214",2,2.45273947921243,3,2.54726052078758,1.44436740614712,0.687129481434995,"Lipoma"
"200","214.1",4,2.91368323191053,2,3.08631676808947,0.47177477643469,0.385844914698555,"Lipoma of skin & subcutaneous tissue"
"201","215",0,1.96874673903498,4,2.03125326096502,211995800.401157,0.997931292931341,"Other benign neoplasm of connective and other soft tissue"
"202","216",204,179.889051240807,163,187.110948759193,0.768155762563743,0.0120551671846949,"Benign neoplasm of skin"
"203","216.1",157,211.049742864845,274,219.950257135155,1.67486891858128,2.58112008206686e-07,"Screening for malignant neoplasms of the skin"
"204","217",1,0.499837433618728,0,0.500162566381272,4.57094805177757e-09,0.998963723850681,"Vascular hamartomas and non-neoplastic nevi"
"205","217.1",3,2.94246650716244,3,3.05753349283756,0.962363304757986,0.962526439746966,"Nevus, non-neoplastic"
"206","218",0,0,0,0,NA,NA,"Benign neoplasm of uterus"
"207","218.1",6,7.3363336244986,9,7.6636663755014,1.43599539098734,0.492374722807146,"Uterine leiomyoma"
"208","218.2",0,0,0,0,NA,NA,"Benign neoplasm of uterus"
"209","220",3,4.92927525199589,7,5.07072474800411,2.26852521811874,0.235246469513224,"Benign neoplasm of ovary"
"210","221",0,0,0,0,NA,NA,"Benign female genital neoplasms"
"211","222",0,0,0,0,NA,NA,"Benign neoplasm of male genital organs"
"212","223",0,0.964728930725512,2,1.03527106927449,204137969.488004,0.998541234354486,"Benign neoplasm of urinary organs"
"213","224",1,0.499474999094826,0,0.500525000905174,4.56431883677507e-09,0.998963657279194,"Benign neoplasm of eye"
"214","224.1",5,4.43909775229198,4,4.56090224770802,0.778629918985071,0.709148258890405,"Benign neoplasm of eye, uveal"
"215","225",1,2.97281093452012,5,3.02718906547988,4.91092269630136,0.146292224844689,"Benign neoplasm of brain and other parts of nervous system"
"216","225.1",0,2.44293596086558,5,2.55706403913442,209145676.559019,0.99768940127483,"Benign neoplasm of brain, cranial nerves, meninges"
"217","225.2",0,0,0,0,NA,NA,"Benign neoplasm of spinal cord, meninges"
"218","226",3,1.97068175090775,1,2.02931824909225,0.323668443466712,0.328633136938901,"Benign neoplasm of thyroid glands"
"219","227",3,6.39377144829846,10,6.60622855170154,3.22648234873207,0.0751729587477927,"Benign neoplasm of other endocrine glands"
"220","227.1",0,0.489957298750593,1,0.510042701249407,210156174.342052,0.998966263977276,"Benign neoplasm of adrenal gland"
"221","227.2",0,0.487605485232068,1,0.512394514767933,208256910.302038,0.99896690238506,"Benign neoplasm of parathyroid gland"
"222","227.3",1,3.92530878353136,7,4.07469121646864,6.74403788393193,0.074202845898024,"Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)"
"223","228",4,5.42013681586725,7,5.57986318413275,1.69995964478534,0.39725841307187,"Hemangioma and lymphangioma, any site"
"224","228.1",2,1.48099397275848,1,1.51900602724152,0.487482446017717,0.557439176006017,"Hemangioma of skin & subcutaneous tissue"
"225","229",0,1.49091948938122,3,1.50908051061878,216022281.719928,0.998206393428756,"Benign neoplasm of unspecified sites"
"226","229.1",0,0,0,0,NA,NA,"Benign neoplasm of lymph nodes"
"227","230",0,0,0,0,NA,NA,"Kaposi's sarcoma"
"228","240",11,13.8179351171147,17,14.1820648828853,1.50581913353302,0.290139227717159,"Simple goiter"
"229","241",5,8.27894551202198,12,8.72105448797801,2.27984439419337,0.121692460702243,"Nontoxic nodular goiter"
"230","241.1",13,23.6091690417222,35,24.3908309582778,2.60617184902342,0.00318721952711722,"Nontoxic uninodular goiter"
"231","241.2",14,13.238416389937,13,13.761583610063,0.893248913677173,0.769469243656775,"Nontoxic multinodular goiter"
"232","242",9,27.6843665880059,47,28.3156334119941,5.10648274975062,7.42373998631854e-06,"Thyrotoxicosis"
"233","242.1",10,13.8074337775418,18,14.1925662224583,1.75124417666925,0.15542376055721,"Graves' disease"
"234","242.2",0,0,0,0,NA,NA,"Toxic multinodular goiter"
"235","242.3",0,0.498508331514225,1,0.501491668485775,217333242.792281,0.998964124882057,"Exophthalmos"
"236","244",57,179.054353115285,303,180.945646884715,5.26119410735853,1.31546658855283e-30,"Hypothyroidism"
"237","244.1",7,12.8211765662127,19,13.1788234337873,2.64072511762842,0.0280764666547894,"Iatrogenic hypothyroidism"
"238","244.2",11,30.49012236004,51,31.50987763996,4.48683665619644,6.31934710828406e-06,"Acquired hypothyroidism"
"239","244.3",0,0,0,0,NA,NA,"Iodine hypothyroidism"
"240","244.4",44,131.674015833781,223,135.325984166219,4.93205849018364,3.91072673756915e-22,"Hypothyroidism NOS"
"241","244.5",1,2.45621880191785,4,2.54378119808215,3.86243357788657,0.226806317378158,"Congenital hypothyroidism"
"242","245",1,5.91337689439747,11,6.08662310560253,10.6874562481779,0.0233169239964099,"Thyroiditis"
"243","245.1",1,1.48052147579992,2,1.51947852420008,1.94878098182116,0.585919567997443,"Thyroiditis, acute and subacute"
"244","245.2",9,17.8097636309025,27,18.1902363690975,2.9373432545356,0.00511964404375915,"Chronic lymphocytic thyroiditis"
"245","245.21",11,21.649595972342,33,22.350404027658,2.90610046663282,0.00218313816627963,"Chronic lymphocytic thyroiditis"
"246","246",6,23.1471428052638,41,23.8528571947362,6.63165138088522,1.50373090641828e-05,"Other disorders of thyroid"
"247","246.2",0,0.983133216946982,2,1.01686678305302,211473939.169078,0.998537434386395,"Thyroid cyst"
"248","246.7",10,32.4618934833312,56,33.5381065166688,5.42090773250374,8.50390038526688e-07,"Abnormal thyroid function"
"249","249",1,3.44373932349319,6,3.55626067650681,5.81135098885104,0.103268152355339,"Secondary diabetes mellitus"
"250","250",1,0.496726223504605,0,0.503273776495395,4.51410191207404e-09,0.998963130536101,"Diabetes mellitus"
"251","250.1",54,64.0332526836298,75,64.9667473163702,1.36904108075578,0.0784137426042343,"Type 1 diabetes"
"252","250.11",24,38.1312245431473,53,38.8687754568527,2.16664209332405,0.00167545445367363,"Type 1 diabetic ketoacidosis"
"253","250.12",1,4.93449535208957,9,5.06550464791043,8.76779365945344,0.0394313348851465,"Type 1 diabetes nephropathy"
"254","250.13",2,2.95701187805841,4,3.04298812194159,1.94360356876813,0.442892208130744,"Type 1 diabetic retinopathy"
"255","250.14",0,7.88355463413347,16,8.11644536586653,212450310.952715,0.99586213638797,"Type 1 diabetic neuropathy"
"256","250.15",0,0.492565229589451,1,0.507434770410549,212299172.767006,0.998965540066434,"Type 1 diabetic peripheral circulatory disorders"
"257","250.2",45,142.24574819125,242,144.75425180875,5.28577099600768,1.11075356409967e-24,"Type 2 diabetes"
"258","250.21",10,36.1088213008745,63,36.8911786991255,6.16697021278507,9.07951250884791e-08,"Type 2 diabetic ketoacidosis"
"259","250.22",0,3.43191629383571,7,3.56808370616429,210473268.98969,0.997264768288748,"Type 2 diabetic nephropathy"
"260","250.23",0,1.970383217903,4,2.029616782097,212331105.221594,0.997931112104582,"Type 2 diabetic retinopathy"
"261","250.24",1,8.33344641958196,16,8.66655358041804,15.3915548568452,0.00799872264085444,"Type 2 diabetic neuropathy"
"262","250.25",0,0,0,0,NA,NA,"Type 2 diabetic peripheral circulatory disorders"
"263","250.3",22,53.7712085708262,87,55.2287914291738,3.85054594240387,1.60959982128763e-08,"Insulin pump user"
"264","250.4",0,0,0,0,NA,NA,"Abnormal glucose"
"265","250.41",5,23.5428853805909,43,24.4571146194091,8.28132323620194,7.68016601967648e-06,"Impaired fasting glucose"
"266","250.42",13,84.9869696417083,159,87.0130303582917,11.9478881350008,8.03762260667664e-18,"Other abnormal glucose"
"267","250.5",1,2.46656172342495,4,2.53343827657505,3.89462833353881,0.223968554432095,"Glycosuria or Acetonuria"
