"","phecode","case_w_dz","ctrl_w_dz","odds_ratio","pval","ci_low","ci_high","PheWASString"
"37","079.2",4,6,0.666651154800844,0.753896504407603,0.138356522288309,2.81136635578201,"Infectious mononucleosis"
"38","079.9",1,4,0.25000778507543,0.374990100068507,0.00508087543522465,2.52630655330844,"Viremia, NOS"
"39","080",292,112,2.61472514180002,1.1388284975051e-19,2.09519278687118,3.28153520196749,"Postoperative infection"
"40","081",391,94,4.17894273330426,3.14949720283662e-44,3.32779638083509,5.29289830743809,"Infection/inflammation of internal prosthetic device, implant or graft"
"41","081.1",0,0,0,1,0,Inf,"Graft-versus-host disease"
"42","081.11",0,0,0,1,0,Inf,"Acute graft-versus-host disease"
"43","081.12",0,0,0,1,0,Inf,"Chronic graft-versus-host disease"
"44","090",51,17,3.00177361215728,4.43318406123722e-05,1.70468340761706,5.54495381383217,"Sexually transmitted infections"
"45","090.2",6,1,6.00027710755847,0.124989605195426,0.727956640144021,275.66453146032,"Gonococcal infections"
"46","090.3",0,0,0,1,0,Inf,"Venereal diseases due to Chlamydia trachomatis"
"47","1000",121,48,2.5238734043598,1.81230192375934e-08,1.79213017792083,3.60408123955451,"Burns"
"48","1001",226,76,2.98091843597052,1.74208255195566e-18,2.28847916136213,3.91929631080743,"Foreign body injury"
"49","1002",1645,542,3.08957133277858,1.30910692041451e-130,2.80019836897065,3.41278979225879,"Symptoms concerning nutrition, metabolism, and development"
"50","1003",0,0,0,1,0,Inf,"Sudden death"
"51","1004",34,8,4.25145514377648,6.85906321197067e-05,1.93150719782999,10.6341001161691,"Symptoms involving emotional state"
"52","1005",971,190,5.17445836402149,1.14493049743679e-127,4.42352214865532,6.07899288025728,"Other symptoms"
"53","1006",10,8,1.25003479202235,0.814516197594282,0.444173676589944,3.64494123933349,"Crushing injury"
"54","1007",36,9,4.00139532137029,6.55601288633699e-05,1.89110613797919,9.446437505539,"Injury to blood vessels"
"55","1008",284,63,4.52349980343395,1.01158982084997e-34,3.43182363273336,6.04366562484701,"Internal injury to organs"
"56","1009",4443,1026,4.58191882322837,2.2250738585072e-308,4.27640152868234,4.91439357631782,"Injury, NOS"
"57","1010",6226,4874,1.3077300508227,3.43021807101272e-41,1.257236972752,1.36031670508327,"Other tests"
"58","1010.1",2,2,1,1,0.0725046700892349,13.7922150224151,"nan"
"59","1011",359,174,2.06927595120314,7.13991697619309e-16,1.72119295955291,2.49532832122851,"Complications of medical procedures NOS"
"60","1012",15,2,7.50137803753639,0.00234837463121817,1.74439454206946,67.7051077834119,"Late effect"
"61","1013",1772,642,2.81099197479036,1.11517087788509e-123,2.56490187650814,3.08348832772382,"Asphyxia and hypoxemia"
"62","1014",33,13,2.53938920674428,0.00452668343517518,1.30120075926372,5.25694082556196,"Effects of heat, cold & air pressure"
"63","1015",408,93,4.40882468891685,3.06723523098583e-48,3.51099416749521,5.58518660403569,"Effects of other external causes"
"64","1019",4555,4212,1.08774862358819,0.00015258869629971,1.04128864921207,1.13633283617199,"Other causes of morbidity & mortality"
"65","110",0,0,0,1,0,Inf,"Dermatophytosis / Dermatomycosis"
"66","110.1",23,20,1.15005253790026,0.760751848720168,0.60396107356378,2.20793106463715,"Dermatophytosis"
"67","110.11",5533,2843,2.03704415103615,1.91511877817354e-206,1.94382775779014,2.13517459151926,"Dermatophytosis of nail"
"68","110.12",226,128,1.76835663613441,2.05147083304205e-07,1.41697024629415,2.21483902769199,"Althete's foot"
"69","110.13",97,33,2.94252471379664,1.67138970938818e-08,1.96349721433324,4.51131210731758,"Dermatophytosis of the body"
"70","110.2",21,12,1.75023111967202,0.162700694881063,0.822362866110772,3.90286923517888,"Dermatomycoses"
"71","1100",0,7,0,0.015622401401763,0,0.69377254710785,"x"
"72","112",457,127,3.61699583982574,7.48490198481257e-45,2.96446386238576,4.44029372648122,"Candidiasis"
"73","112.3",62,13,4.77267601190809,8.31734990316374e-09,2.59685633491476,9.46430844303872,"Candidiasis of skin and nails"
"74","117",53,9,5.89279317908713,1.04280962405111e-08,2.88128678389054,13.5875840405923,"Mycoses"
"75","117.1",11,1,10.9986372327577,0.00634535941121536,1.5989213731148,472.563346461982,"Histoplasmosis"
"76","117.2",4,3,1.33334701122806,1,0.225561555510272,9.10104991751067,"Coccidioidomycosis"
"77","117.3",0,0,0,1,0,Inf,"Blastomycotic infection"
"78","117.4",16,2,8.00161193748952,0.00131129462638396,1.8811098987007,71.5890505209088,"Aspergillosis"
"79","130",6,3,2.00007319016885,0.507796907237415,0.427121298688694,12.3604511323754,"Spirochetal infection"
"80","130.1",39,18,2.16736440825084,0.00749487962353459,1.21053442175874,4.02592675142494,"Lyme disease"
"81","131",2,1,2.000009828708,1,0.104110162674707,117.91900862641,"Protozoan infection"
"82","132",25,10,2.50071702430278,0.0166590404760437,1.15975661343127,5.8353390827166,"Infestation"
"83","132.1",3,0,Inf,0.24999406011167,0.413232887993625,Inf,"Pediculosis & phthirus infestation"
"84","133",2,0,Inf,0.499996040074447,0.187809055814904,Inf,"Arthropod-borne diseases"
"85","134",7,4,1.75006474652475,0.548810258080605,0.444879200354582,8.15302400645003,"Helminthiases"
"86","134.1",6,1,6.00027710755847,0.124989605195426,0.727956640144021,275.66453146032,"Intestinal helminthiases"
"87","136",66,18,3.66911130337092,1.32084215266581e-07,2.15240434908685,6.56958402061755,"Other infectious diseases"
"88","145",18,8,2.25048164587158,0.075488829733993,0.930944228606989,5.98167766303431,"Cancer of mouth"
"89","145.1",4,3,1.33334701122806,1,0.225561555510272,9.10104991751067,"Cancer of lip"
"90","145.2",20,11,1.81842152699048,0.149562819004733,0.830500382370849,4.20203008178405,"Cancer of tongue"
"91","145.3",12,15,0.799965058882021,0.70107726069995,0.341902348341956,1.83077028591629,"Cancer of major salivary glands"
"92","145.4",7,2,3.49992085400124,0.179671907607904,0.66639170693422,34.5401013850128,"Cancer of the gums"
"93","145.5",3,2,1.50001114227988,1,0.171822808297009,17.9534167140613,"Cancer of the mouth floor"
"94","149",10,3,3.33401173129177,0.0922685663932428,0.858300121068719,18.8502270634725,"Cancer of the upper aerodigestive tract"
"95","149.1",10,6,1.66675548656899,0.454469256696706,0.548806743084492,5.58004560506419,"Cancer of oropharynx"
"96","149.2",1,3,0.333305082679092,0.624994060041104,0.00635429937744794,4.15136339997802,"Cancer of nasopharynx"
"97","149.3",6,1,6.00027710755847,0.124989605195426,0.727956640144021,275.66453146032,"Cancer of hypopharynx"
"98","149.4",94,42,2.23993621766638,9.56522552920545e-06,1.54087745869308,3.30489339933068,"Cancer of larynx"
"99","149.5",0,2,0,0.499996040074447,0,5.32455687858608,"Hx of malignant neoplasm of oral cavity and pharynx"
"100","149.9",12,5,2.40038914794464,0.143436213312972,0.787075836346833,8.69712986380223,"Cancer of of nasal cavities"
"101","150",45,19,2.36951944183388,0.00155858126948669,1.3579164716054,4.28941960846741,"Esophageal cancer"
"102","151",40,39,1.02566190568922,1,0.643076562113697,1.63715707794741,"Stomach cancer"
"103","153",12,5,2.40038914794464,0.143436213312972,0.787075836346833,8.69712986380223,"Colorectal cancer"
"104","153.2",476,256,1.86588287031184,2.85423218187622e-16,1.59897086396252,2.18148126257744,"Colon cancer"
"105","153.3",172,102,1.688131925053,2.73830782978342e-05,1.31341011123138,2.17898831752405,"Cancer of the lower GI tract"
"106","155",37,9,4.11262820966018,4.04366356136902e-05,1.94919092948295,9.69358112219104,"Hepatic cancer"
"107","155.1",41,7,5.86009505724023,6.2124310293828e-07,2.60280453857001,15.4811627436437,"Hepatic cancer, primary"
"108","157",62,28,2.21545558105726,0.0004358986515028,1.39634111505087,3.59654627944957,"Pancreatic cancer"
"109","158",118,54,2.18738088412909,1.16793702323455e-06,1.57193030574018,3.0775055156911,"Neoplasm of unspecified nature of digestive system"
"110","159",6,4,1.50003490251021,0.753896504407603,0.355698928367462,7.22770407539,"Cancer of the digestive organs and peritoneum"
"111","159.2",15,8,1.87518756330951,0.209997950956263,0.746251532517061,5.1072725107998,"Malignant neoplasm of small intestine"
"112","159.3",19,4,4.75086946741016,0.00259725454096917,1.57880722566371,19.1948726933485,"Malignant neoplasm of gallbladder & extrahepatic bile ducts"
"113","159.4",16,6,2.66721710047018,0.0524585033263931,0.991214716129615,8.32232143099106,"Malignant neoplasm of retroperitoneum and peritoneum"
"114","164",9,3,3.00044407056509,0.145976951304357,0.748700554287184,17.2292563315772,"Cancer of intrathoracic organs"
"115","165",10,6,1.66675548656899,0.454469256696706,0.548806743084492,5.58004560506419,"Cancer within the respiratory system"
"116","165.1",484,195,2.49360752774134,2.11800372936763e-29,2.10651740727586,2.96091438734208,"Lung cancer"
"117","170",0,0,0,1,0,Inf,"Cancer of bone & connective tissue"
"118","170.1",49,21,2.33449168527471,0.00108982767597144,1.3738267639966,4.09846072889298,"Bone cancer"
"119","170.2",51,29,1.75921538869689,0.0182794981603961,1.09399370438135,2.87892568044592,"Cancer of connective tissue"
"120","172",0,0,0,1,0,Inf,"Skin cancer"
"121","172.1",0,0,0,1,0,Inf,"Melanoma"
"122","172.11",214,201,1.06492425979625,0.555224095794879,0.873996934546622,1.29788391942351,"Melanomas of skin"
"123","172.2",1818,1558,1.17182587995074,6.17102797567507e-06,1.09353238897399,1.25588001907866,"Non-melanoma skin cancer"
"124","172.21",406,406,1,1,0.868954538707722,1.1508081901352,"Basal cell carcinoma (new)"
"125","172.22",314,272,1.15518132862502,0.0894909996445512,0.978528155602707,1.36438555541034,"Squamous cell carcinoma"
"126","172.3",315,297,1.06093462598524,0.4909449345197,0.902106169388904,1.24787327793356,"Carcinoma in situ of skin"
"127","173",1337,1344,0.994678796611269,0.906760826295124,0.920687261928544,1.07460705086093,"Skin neoplasm of uncertain behavior"
"128","174",0,0,0,1,0,Inf,"Breast cancer"
"129","174.1",114,96,1.18783612603874,0.240290268717273,0.897229288839159,1.57536832677897,"Breast cancer, including in situ"
"130","174.11",949,717,1.32850091487646,1.1569312238654e-08,1.2036693330051,1.46680336245552,"Breast cancer"
"131","174.2",8,6,1.3333681327539,0.790515729976438,0.405683116992389,4.66194916180305,"Breast cancer [male]"
"132","174.3",41,18,2.2787321125482,0.00378568628655041,1.27995080629468,4.21434410376404,"Neoplasm of uncertain behavior of breast"
"133","175",136,108,1.25981382199091,0.0833899971485111,0.971142900593149,1.63767550316713,"Acquired absence of breast"
"134","180",0,1,0,1,0,39.0005499686929,"Cervical cancer and dysplasia"
"135","180.1",12,10,1.2000346491466,0.831797250894953,0.475119405150377,3.10115428605763,"Cervical cancer"
"136","180.3",13,9,1.44452500150321,0.523430429453491,0.571192655528604,3.82946983867029,"Cervical intraepithelial neoplasia (Cervical dysplasia)"
"137","182",80,68,1.17669172151348,0.365662583068851,0.840781763792843,1.65079768552178,"Uterine cancer"
"138","184",8,4,2.00010487391037,0.387672340837466,0.535803468071948,9.07722922007839,"Cancer of other female genital organs"
"139","184.1",13,4,3.25073247246075,0.0490267925134958,1.00409936577033,13.6820976366905,"Ovarian cancer"
"140","184.11",56,47,1.19165621387638,0.430500554723496,0.794040253504095,1.79538600376444,"Malignant neoplasm of ovary"
"141","184.2",19,14,1.35724215194987,0.486792857701041,0.645130547199633,2.92579761073512,"Cancer of other female genital organs"
"142","185",1292,1125,1.15154355894754,0.000648402601103593,1.06144039152214,1.24940650535096,"Prostate cancer"
"143","187",0,1,0,1,0,39.0005499686929,"Cancer of other male genital organs"
"144","187.1",6,5,1.20001563736466,1,0.305090608239982,4.97086074910093,"Malignant neoplasm of male genital organ"
"145","187.2",8,4,2.00010487391037,0.387672340837466,0.535803468071948,9.07722922007839,"Malignant neoplasm of testis"
"146","187.8",47,45,1.04449105351246,0.917010280256107,0.678954885324698,1.6085206580015,"Neoplasm of uncertain behavior of male genital organs"
"147","189",4,0,Inf,0.124994060135192,0.660136714767441,Inf,"Cancer of kidney and urinary organs"
"148","189.1",0,0,0,1,0,Inf,"Cancer of kidney and renal pelvis"
"149","189.11",185,99,1.87121938053653,3.64032998029503e-07,1.45783920027339,2.41400110889302,"Renal cell carcinoma"
"150","189.12",20,12,1.66686112309368,0.215268854700391,0.775989653208649,3.73993256250774,"Malignant neoplasm of renal pelvis"
"151","189.2",122,90,1.35623574725909,0.0328547752546218,1.02421380108908,1.80152409473833,"Bladder cancer and neoplasms"
"152","189.21",383,293,1.30903529504103,0.000588590895113292,1.12090323926911,1.53001738479077,"Bladder cancer"
"153","189.4",30,20,1.50022506567153,0.202549229799416,0.824142794932407,2.78750400660309,"Malignant neoplasm of kidney and other urinary organs"
"154","190",15,16,0.937459727473028,1,0.43168553232881,2.02491493475125,"Cancer of eye"
"155","191",164,21,7.8270925537758,1.05697804564784e-28,4.95286997902119,12.9872608878827,"Malignant neoplasm of brain and nervous system"
"156","191.1",24,6,4.00082518716218,0.00142912018130346,1.59316634512576,11.9706781408851,"Cancer of brain and nervous system"
"157","191.11",167,11,15.2220335124942,5.26953277906603e-37,8.28918493568114,31.0707499481026,"Brain cancer"
"158","193",48,44,1.09095660846905,0.754564893146566,0.70935949281063,1.68156015510684,"Thyroid cancer"
"159","194",8,5,1.6000607677249,0.58103477841043,0.461487127698762,6.21675507709997,"Cancer of other endocrine glands"
"160","195",147,50,2.94467150987601,2.74159092939105e-12,2.12232539175481,4.1455005036679,"Cancer, suspected or other"
"161","195.1",170,51,3.3399344423329,3.569249831752e-16,2.42860846581465,4.66215685157544,"Malignant neoplasm, other"
"162","195.3",2,1,2.000009828708,1,0.104110162674707,117.91900862641,"Malignant neoplasm of head, face, and neck"
"163","196",353,212,1.66881690229521,2.9755744254259e-09,1.40299608188057,1.98879762553838,"Radiotherapy"
"164","197",752,365,2.0730321550606,1.01105921724777e-31,1.82610278077288,2.35674518881067,"Chemotherapy"
"165","198",196,65,3.02181617502513,1.78697927342278e-16,2.2710476210124,4.0653477637496,"Secondary malignant neoplasm"
"166","198.1",204,77,2.65481676836417,1.88126456126015e-14,2.03251713316842,3.49765752984199,"Secondary malignancy of lymph nodes"
"167","198.2",155,46,3.37502128304276,5.04102504845503e-15,2.41425573925703,4.79995600174005,"Secondary malignancy of lung"
"168","198.3",65,29,2.24278300350327,0.000260329383489019,1.42667704055109,3.60445641117928,"Secondary malignant neoplasm of digestive systems"
"169","198.4",146,34,4.30145509609424,9.32713203431224e-18,2.94436997758602,6.44681756788937,"Secondary malignant neoplasm of liver"
"170","198.5",142,24,5.92754531448286,1.30692977327121e-21,3.82691347565558,9.55867323346255,"Secondary malignancy of brain/spine"
"171","198.6",271,103,2.6382154732065,1.35767827580117e-18,2.09451435234276,3.3438876851318,"Secondary malignancy of bone"
"172","198.7",18,5,3.60039267750413,0.0106151635865125,1.28830118936461,12.4120561513312,"Secondary malignant neoplasm of skin"
"173","199",551,338,1.63570931864945,7.55321789359643e-13,1.42525215100464,1.87932516500801,"Neoplasm of uncertain behavior"
"174","199.4",5,1,5.00007334509836,0.218738862621175,0.559522138368555,236.246783356766,"Neurofibromatosis"
"175","200",292,153,1.912697038155,3.9386372078207e-11,1.56704738581109,2.3422085258968,"Myeloproliferative disease"
"176","200.1",63,38,1.65853523903372,0.0164629447976297,1.09152984997641,2.5504636769077,"Polycythemia vera"
"177","201",18,13,1.38471597008726,0.473074884940199,0.641369676747065,3.07436495875817,"Hodgkin's disease"
"178","202",5,1,5.00007334509836,0.218738862621175,0.559522138368555,236.246783356766,"Cancer of other lymphoid, histiocytic tissue"
"179","202.2",322,199,1.62124305688955,7.44936753887103e-08,1.35397095201082,1.94521851286456,"Non-Hodgkins lymphoma"
"180","202.21",65,29,2.24278300350327,0.000260329383489019,1.42667704055109,3.60445641117928,"Nodular lymphoma"
"181","202.22",33,12,2.75104724329591,0.00245462992615348,1.38439032823707,5.84985521816708,"Reticulosarcoma"
"182","202.23",22,10,2.20039466632678,0.0500736732342609,0.999776176763972,5.20563076238,"Lymphosarcoma"
"183","202.24",33,14,2.35797540099052,0.00793131073247622,1.22771277065595,4.76918521182432,"Large cell lymphoma"
"184","204",56,24,2.33463957875894,0.000449674820804627,1.42317562639126,3.9390670268571,"Leukemia"
"185","204.1",18,5,3.60039267750413,0.0106151635865125,1.28830118936461,12.4120561513312,"Lymphoid leukemia"
"186","204.11",16,7,2.28616463461826,0.0931100218669891,0.889721241518616,6.57194458398692,"Lymphoid leukemia, acute"
"187","204.12",124,126,0.984093966904496,0.949537806061353,0.761538719507102,1.27150269438208,"Chronic lymphoid leukemia"
"188","204.2",11,3,3.666788508702,0.0573594987602526,0.96865039576866,20.4707245167008,"Myeloid leukemia"
"189","204.21",41,7,5.86009505724023,6.2124310293828e-07,2.60280453857001,15.4811627436437,"Myeloid leukemia, acute"
"190","204.22",30,17,1.76505072791076,0.0788851618767475,0.942587611597876,3.41184065782964,"Myeloid leukemia, chronic"
"191","204.3",3,1,3.00025427919167,0.624994060041104,0.240884717537688,157.373762329975,"Monocytic leukemia"
"192","204.4",155,56,2.77233578595043,5.9366910984573e-12,2.02955187073169,3.83453559361892,"Multiple myeloma"
"193","208",831,693,1.20178679412489,0.000411027281117691,1.08453480565552,1.33203142445975,"Benign neoplasm of colon"
"194","209",22,5,4.40090116962478,0.00151204334281932,1.62609611681038,14.8782900798033,"Neuroendocrine tumors"
"195","210",23,22,1.04548518090043,1,0.556960264039688,1.96731304229195,"Benign neoplasm of lip, oral cavity, and pharynx"
"196","211",157,87,1.80658405580361,8.57539109384424e-06,1.38123551511652,2.37610309176841,"Benign neoplasm of other parts of digestive system"
"197","212",26,13,2.00039011795122,0.0532154084565448,0.991414801263026,4.24012021644787,"Benign neoplasm of respiratory and intrathoracic organs"
"198","213",15,6,2.50047962268282,0.078329290903538,0.916670157352967,7.86607782556504,"Benign neoplasm of bone and articular cartilage"
"199","214",28,19,1.47388251455062,0.242872305060568,0.794261339754369,2.79299483685394,"Lipoma"
"200","214.1",20,11,1.81842152699048,0.149562819004733,0.830500382370849,4.20203008178405,"Lipoma of skin & subcutaneous tissue"
"201","215",33,19,1.73720924654385,0.070336615146662,0.959177237042196,3.23406415967656,"Other benign neoplasm of connective and other soft tissue"
"202","216",1069,1225,0.870461255679165,0.00108651816641238,0.80051904253716,0.946366565685097,"Benign neoplasm of skin"
"203","216.1",335,462,0.723646611269391,7.25092644202667e-06,0.626512027506059,0.835110942345064,"Screening for malignant neoplasms of the skin"
"204","217",4,1,3.99987544267187,0.374990100068507,0.395834780498195,196.816476362953,"Vascular hamartomas and non-neoplastic nevi"
"205","217.1",28,24,1.1667380990128,0.677745636240561,0.652037899314123,2.10304083582583,"Nevus, non-neoplastic"
"206","218",0,0,0,1,0,Inf,"Benign neoplasm of uterus"
"207","218.1",56,75,0.746446030203479,0.115265836775227,0.518303029928894,1.0695653040148,"Uterine leiomyoma"
"208","218.2",2,0,Inf,0.499996040074447,0.187809055814904,Inf,"Benign neoplasm of uterus"
"209","220",4,7,0.571407430488378,0.548810258080605,0.122653876550453,2.24780119907375,"Benign neoplasm of ovary"
"210","221",4,5,0.799990406962862,1,0.15873232477253,3.71703118623761,"Benign female genital neoplasms"
"211","222",18,19,0.947334939907818,1,0.468829956012322,1.90721352884978,"Benign neoplasm of male genital organs"
"212","223",26,22,1.18189019488303,0.665405693761603,0.643923608781129,2.18803183590913,"Benign neoplasm of urinary organs"
"213","224",7,14,0.499950020700961,0.189210242903841,0.170779092773916,1.32374735592838,"Benign neoplasm of eye"
"214","224.1",129,128,1.0078289048976,1,0.782843196820999,1.29755649067602,"Benign neoplasm of eye, uveal"
"215","225",178,65,2.74350159106719,2.35225489998802e-13,2.05356840823304,3.70398023881901,"Benign neoplasm of brain and other parts of nervous system"
"216","225.1",16,3,5.33420585332308,0.00442223891437866,1.52680012075239,28.5487072070098,"Benign neoplasm of brain, cranial nerves, meninges"
"217","225.2",0,1,0,1,0,39.0005499686929,"Benign neoplasm of spinal cord, meninges"
"218","226",22,13,1.69253168548506,0.175405353168658,0.815673173527436,3.65779838539124,"Benign neoplasm of thyroid glands"
"219","227",79,55,1.43689957558163,0.0464122874733394,1.00549274736151,2.0661794810514,"Benign neoplasm of other endocrine glands"
"220","227.1",2,1,2.000009828708,1,0.104110162674707,117.91900862641,"Benign neoplasm of adrenal gland"
"221","227.2",2,0,Inf,0.499996040074447,0.187809055814904,Inf,"Benign neoplasm of parathyroid gland"
"222","227.3",7,4,1.75006474652475,0.548810258080605,0.444879200354582,8.15302400645003,"Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)"
"223","228",20,24,0.833282861699699,0.651530731923824,0.436501901315182,1.57432664301744,"Hemangioma and lymphangioma, any site"
"224","228.1",84,139,0.603795458308143,0.000276940777286324,0.454829183394894,0.79749607453558,"Hemangioma of skin & subcutaneous tissue"
"225","229",12,10,1.2000346491466,0.831797250894953,0.475119405150377,3.10115428605763,"Benign neoplasm of unspecified sites"
"226","229.1",0,0,0,1,0,Inf,"Benign neoplasm of lymph nodes"
"227","230",2,2,1,1,0.0725046700892349,13.7922150224151,"Kaposi's sarcoma"
"228","240",147,106,1.38768591658237,0.0116773723010444,1.07337835608307,1.79899923469782,"Simple goiter"
"229","241",36,20,1.80043713975374,0.0439999245589203,1.01460200296084,3.28293623844456,"Nontoxic nodular goiter"
"230","241.1",268,236,1.13616943174787,0.166413218897403,0.949884095930302,1.35973639143636,"Nontoxic uninodular goiter"
"231","241.2",234,230,1.01745815852719,0.889052180156285,0.844223453799934,1.22628458000314,"Nontoxic multinodular goiter"
"232","242",243,141,1.72618120737915,2.08847799021512e-07,1.39657678014864,2.1402478739339,"Thyrotoxicosis"
"233","242.1",71,42,1.69123622394522,0.00812140663478225,1.13872957245681,2.53976357771953,"Graves' disease"
"234","242.2",18,21,0.857103964656258,0.749220885837883,0.430457480794835,1.6896954290393,"Toxic multinodular goiter"
"235","242.3",15,11,1.36371435392067,0.557156057646414,0.585221139161469,3.28264973840669,"Exophthalmos"
"236","244",5924,3760,1.63510659596705,1.06599915257005e-116,1.56693640557038,1.70655428562671,"Hypothyroidism"
"237","244.1",148,129,1.14763083074758,0.278915906321951,0.899909790625991,1.46509869704865,"Iatrogenic hypothyroidism"
"238","244.2",359,211,1.70541527788672,5.46704802969016e-10,1.43423318695297,2.03203171209521,"Acquired hypothyroidism"
"239","244.3",19,9,2.11142268073333,0.0871237071610547,0.910215266708777,5.2993259291103,"Iodine hypothyroidism"
"240","244.4",429,270,1.59290245017678,1.76744056488452e-09,1.3641759002827,1.86257528694771,"Hypothyroidism NOS"
"241","244.5",21,6,3.50047464674288,0.00591947826262951,1.36657801047909,10.6026220703736,"Congenital hypothyroidism"
"242","245",15,13,1.15388050042896,0.850537446394385,0.512140571394279,2.6352504713098,"Thyroiditis"
"243","245.1",3,4,0.749992306263142,1,0.109877432720809,4.43337960557051,"Thyroiditis, acute and subacute"
"244","245.2",51,47,1.08514861470402,0.761946318309513,0.715546112948545,1.64888078425247,"Chronic lymphocytic thyroiditis"
"245","245.21",4,9,0.444384485751253,0.266820817354363,0.0999932822461348,1.59241647732299,"Chronic lymphocytic thyroiditis"
"246","246",160,107,1.49657300023885,0.00139878629337623,1.16402810426179,1.93044103698494,"Other disorders of thyroid"
"247","246.2",8,11,0.72724281357077,0.647580775429137,0.253917231096382,1.98511471553885,"Thyroid cyst"
"248","246.7",58,42,1.38129367129559,0.133056998162205,0.912557720505299,2.10657004839283,"Abnormal thyroid function"
"249","249",128,33,3.88430487360169,2.00266962173457e-14,2.6316159504174,5.88273655957299,"Secondary diabetes mellitus"
"250","250",29,10,2.90101864641641,0.00337306911487955,1.37397152412086,6.67388115205308,"Diabetes mellitus"
"251","250.1",1304,439,3.01201968127526,1.09335819158632e-100,2.69945235188115,3.36566349026965,"Type 1 diabetes"
